,pageid,YAKE_keywords
1330,251215,"[('Pyramide', 0.0026454189570664236), ('d’Archéologie Orientale', 0.008916256052877668), ('français d’archéologie', 0.011010839170023405), ('Abou Rawash', 0.013596902502687209), ('l’Institut français', 0.013778535924486055), ('Bereich', 0.015436254173510331), ('Passage', 0.024812105163797237), ('Orientale', 0.025250697123252397), ('Pyramide fanden', 0.02578235119010525), ('d’Archéologie', 0.026581667750028917)]"
1331,2909285,"[('Segler', 0.0013343908978172016), ('Arten', 0.001387896928519052), ('Seglern', 0.0048953032050804), ('meisten Arten', 0.005124939783932318), ('Vögel', 0.00533778140256678), ('Mauersegler', 0.007550134069333411), ('Seglerarten', 0.008650138280477178), ('Gattung', 0.010687776893032123), ('Salanganen', 0.012084888841441519), ('Apus', 0.013118836252224075)]"
1332,71110,"[('Agnes Bernauer', 5.449215820970932e-05), ('Agnes', 0.00041250911115449314), ('Agnes Bernauers', 0.0004972409436635976), ('Agnes Bernauerin', 0.0006877161413688464), ('Bernauer', 0.0009361637015005536), ('Albrecht', 0.0012668342576000466), ('Bernauerin', 0.0019265438262778154), ('Herzog Albrecht', 0.002882894870733673), ('Hebbels Agnes', 0.0044935476389988795), ('Albrechts', 0.005236248264746859)]"
1333,2651824,"[('Wyatt Earp', 0.0009603519541095744), ('Film', 0.002036783475489414), ('Ford', 0.0023027613007967442), ('Earp', 0.0026160020010946514), ('Doc Holliday', 0.0028288700263554567), ('Prärie', 0.003159175382902859), ('John Ford', 0.003303490968097097), ('Faustrecht', 0.004095874894346865), ('Fords', 0.004396180665157421), ('Wyatt', 0.00507638727471508)]"
1334,1514256,"[('Bahn', 0.0014521937614652828), ('Oberhof', 0.004065784513424231), ('Meter', 0.004678904611092975), ('Oberhofer Bahn', 0.0077772942194095475), ('Eisarena Oberhof', 0.009321896238702896), ('Rodelbahn', 0.012686662101013338), ('Kurven', 0.015092133967481365), ('Thüringen Eisarena', 0.019051764031693712), ('Kurve', 0.02139016913454456), ('Rennrodelbahn Oberhof', 0.02596883795607964)]"
1335,6249566,"[('Herzog Friedrich', 0.0007639103465848177), ('Herzog Friedrichs', 0.001309560594145402), ('Schloss', 0.0014869389073667502), ('Schloss Ludwigslust', 0.0019773302576488044), ('Friedrich Franz', 0.0025798058484320877), ('Herzog', 0.0030643770891877462), ('Ludwigsluster Schloss', 0.0030840104903744714), ('Friedrich', 0.0031873919771844344), ('Johann Friedrich', 0.004130074057062609), ('Christian Ludwig', 0.004343176007452045)]"
1336,1133532,"[('Akrotiri', 0.001560863064422742), ('Stadt', 0.001931009756829359), ('Stadt Akrotiri', 0.0036202691215433094), ('Gebäude', 0.004472670421451859), ('Insel', 0.004942870266501144), ('Neutrum Singular', 0.004949545516916577), ('Fresken', 0.005274029049724475), ('gefunden', 0.00587681813596408), ('Kreta', 0.006124352270154064), ('Insel Santorin', 0.006452665415761165)]"
1337,3477971,"[('Poverty Point', 0.00019032060166174924), ('Poverty', 0.0018433980298709048), ('Point', 0.0019154038539845994), ('Mound', 0.0024607656903580344), ('Mounds', 0.002698904305553973), ('Poverty Points', 0.0027913688243723224), ('Anlage', 0.003464750122288566), ('Carroll Parish', 0.005122257007065313), ('Ortschaft Epps', 0.0051486878612044505), ('West Carroll', 0.0051486878612044505)]"
1338,310061,"[('BPH', 0.0021571655412192573), ('Prostata', 0.0024122171723293447), ('Patienten', 0.0068156733639560246), ('Symptome', 0.006821872599819136), ('Blase', 0.008063725842398662), ('Verfahren', 0.008559730354994103), ('Behandlung', 0.010649001429083446), ('TURP', 0.010927062379174953), ('Wasserlassen', 0.014671549794739192), ('benigne Prostatahyperplasie', 0.01659404666522558)]"
1339,163050,"[('Mehlschwalben', 0.0018078423247544029), ('Mehlschwalbe', 0.003947901905710597), ('Delichon urbicum', 0.010879255402532897), ('Nester', 0.013479499971490618), ('Delichon', 0.01515518737458861), ('Nest', 0.016023902410172874), ('Kirchschwalbe genannt', 0.01828463311322278), ('Rauchschwalbe', 0.01946574011176454), ('Verbreitungsgebiet', 0.02136226177936705), ('Gattung Delichon', 0.02221628040641228)]"
1340,203848,"[('MSV Duisburg', 0.00042047422223099126), ('Dietz', 0.0010980287122186484), ('MSV', 0.0018176149904007284), ('Duisburg', 0.002899757194156282), ('Bernard Dietz', 0.004241166044132866), ('Mannschaft', 0.005735003681345548), ('trainer', 0.006848600823770133), ('Spielzeit', 0.009738695842017475), ('Dietz stand', 0.01239343694030365), ('Dietz Trainer', 0.012563825693087755)]"
1341,248008,"[('Sperlingskauz', 0.0068180853891929806), ('Weibchen', 0.010022904512949609), ('heimische Eule', 0.013201523823902947), ('Männchen', 0.014995740081136154), ('Art', 0.021714769882309692), ('Höhle', 0.029683910185203465), ('Vögel', 0.032255758458134325), ('Eulen', 0.032702726921029705), ('Glaucidium passerinum', 0.03609377461231735), ('Weibchens', 0.040091618051798436)]"
1342,6449888,"[('Deutsche Bundesbahn', 0.00010101568804694076), ('Bayerischen Staatseisenbahnen', 0.0006823344599849574), ('Bahnhof Herrsching', 0.0007178673965810792), ('Deutsche', 0.0007378314689654741), ('Herrsching', 0.0008742372596274325), ('Deutsche Reichsbahn', 0.000887115563593995), ('Strecke', 0.0009179468163545163), ('Königlich Bayerischen', 0.0009872405823183371), ('Bahnhof', 0.0011550088258722492), ('Bahnhof Freiham', 0.0012605519859096954)]"
1343,18070,"[('Sinclair', 0.001710984710470402), ('Sinclair Computers', 0.0018492856469836572), ('Sinclair Research', 0.0021726805490468715), ('Timex Sinclair', 0.0034050893364321842), ('Systemsoftware', 0.007365174389986378), ('Clive Sinclair', 0.012203073775124406), ('Timex', 0.012543708823218978), ('Timex Corporation', 0.012851917118497501), ('Computers', 0.013057920394046995), ('Computer', 0.013057920394046995)]"
1344,79254,"[('Capybaras', 0.007465480555307101), ('Hydrochoerus hydrochaeris', 0.00753462381359366), ('Tiere', 0.00981961321316249), ('Capybara', 0.010911086965448838), ('Hydrochoerus', 0.011978431566796262), ('Wasser', 0.0140401524882403), ('hydrochaeris', 0.026366941945560725), ('Tieren', 0.030790766822466557), ('Gattung Hydrochoerus', 0.041005275189443836), ('Meerschweinchen', 0.04674228930368529)]"
1345,425986,"[('Dromaeosauriden', 0.0023524641442069956), ('Deinonychus', 0.0063962326957565626), ('Velociraptor', 0.0078036328985667865), ('Gruppe', 0.00993453192352569), ('Dromaeosauridae', 0.014188510639384628), ('Vögel', 0.01455903667209745), ('Microraptor', 0.01481649711085372), ('Forscher', 0.019635224862578186), ('Tiere', 0.022150931133423663), ('Dromaeosauriden Microraptor', 0.023473123820659185)]"
1346,10130,"[('Komodowarane', 0.005222377265583483), ('Komodowaran', 0.006838165629626204), ('Komodowarans', 0.011189725575751971), ('Individuen', 0.01191851227940711), ('Weibchen', 0.013915815028951577), ('Beute', 0.01445502959811694), ('Komodo', 0.015506556634056015), ('Männchen', 0.015604443408795016), ('Warane', 0.02054347640445433), ('Tiere', 0.020778017924154537)]"
1347,1745968,"[('Laura Nyro', 0.00019166474570545), ('Laura Nyros', 0.00149498501650251), ('Nyro', 0.0015905108419362929), ('Laura', 0.00166126479261633), ('The', 0.0016750357350006804), ('New York', 0.001731206361987227), ('and the', 0.0024825662960900295), ('And When', 0.0037810195221564145), ('and', 0.0045484678715385736), ('Nyros', 0.004865091987099249)]"
1348,93787,"[('Rinderpest', 0.002828183474601807), ('Krankheit', 0.014655998519520494), ('Rinder', 0.015914255611561626), ('Virus', 0.018884936884945323), ('Global Rinderpest', 0.020828453633736657), ('Rinderpest Eradication', 0.02251742284692976), ('African Rinderpest', 0.02501969139748725), ('Rinderpest Campaign', 0.02519392462752779), ('Rindern', 0.025512924326353263), ('Millionen Rinder', 0.026024782972367995)]"
1349,3394050,"[('Health Care', 0.0009542484129389529), ('Health', 0.0018196433437024226), ('Vereinigten Staaten', 0.0018454282824146668), ('Care Act', 0.0019837739579324676), ('Krankenversicherung', 0.002188869771089875), ('Krankenversicherungen', 0.0023253064156851214), ('Kosten', 0.002706212997748624), ('privaten Krankenversicherungen', 0.0027899894334190464), ('Act', 0.0034586889469361767), ('Affordable Care', 0.0036115181223459413)]"
1350,1078207,"[('Brown', 0.005184285588024095), ('New York', 0.006551564985405993), ('Obersten Gerichtshof', 0.006723031036666774), ('Vereinigten Staaten', 0.009151053780747485), ('Richter', 0.010825217635514863), ('Education', 0.011047169111969004), ('Rassentrennung', 0.011712367970935516), ('Fall', 0.01237022563300544), ('Urteil', 0.013317684567991523), ('Oberste Gerichtshof', 0.013399592687024177)]"
1351,7533148,"[('Rang', 0.001916352968983028), ('Prüfungen', 0.004633321127210184), ('Beamten', 0.0075609277652506504), ('Absolventen', 0.007616302274721001), ('Prüfung', 0.008999482603034742), ('Posten', 0.0091419365287732), ('Beamte', 0.009845309808341631), ('Kandidaten', 0.010010049918693377), ('Schulen', 0.010585781374047087), ('Kaiser', 0.011022588659552428)]"
1352,6563690,"[('Burg Friedberg', 0.0008316046752439073), ('Burg', 0.0015071285369014913), ('Friedberg', 0.002261281263986365), ('Burggrafschaft Friedberg', 0.0027798661019992005), ('Burgmannen', 0.0032254349470881654), ('Stadt Friedberg', 0.0033576965101609272), ('Burggrafschaft', 0.003565434344577079), ('Stadt', 0.005123027989356824), ('Reichsstadt Friedberg', 0.00638040707238184), ('Reichsburg Friedberg', 0.006744125036955895)]"
1353,1766163,"[('Eigenbezeichnung Ḫurwoḫḫe', 0.004979275459195713), ('Person', 0.010267565817824977), ('Suffix', 0.011444114586073736), ('verwendet', 0.012256664502692412), ('hurritischen', 0.015209108102530658), ('Hurritische', 0.01595430060956617), ('Sprache', 0.017175797033305726), ('Ḫattuša', 0.019204174536983233), ('Person Singular', 0.019551118089723003), ('Pronomen', 0.021564603572628217)]"
1354,589918,"[('Grüne Partei', 0.0004569350519467863), ('Grünen Partei', 0.0007233546604192981), ('Grünen', 0.001146736420713892), ('Partei', 0.0013753615769806222), ('Grüne', 0.003229113015878706), ('westdeutschen Grünen', 0.0032817859946128506), ('Grünen Liste', 0.0040142250000400285), ('Bündnis', 0.004998016853538418), ('DDR', 0.006074968207047159), ('Kurzbezeichnung Grüne', 0.008067588022098475)]"
1355,1148897,"[('Service Pack', 0.0001431663821548443), ('Windows', 0.00027270660916748566), ('Service Packs', 0.00034359931717162635), ('Terminal Server', 0.0004150934555984119), ('Server Edition', 0.0005398622905284052), ('Server', 0.0009034634016010436), ('Service', 0.001137427664766854), ('Terminal Servers', 0.0014824766271371854), ('Pack', 0.0016484768749251118), ('Microsoft', 0.0016957636132436025)]"
1356,31501,"[('Gemeinde Weiach', 0.0005032081709983081), ('Weiach', 0.0009418541609438233), ('Gemeinde', 0.0013554410669059213), ('Kanton Zürich', 0.0032853350521215717), ('Zürich', 0.0036832682303352756), ('Weiacher Kies', 0.00382724392900313), ('Kantons Zürich', 0.004928002578182358), ('Kirchgemeinde Weiach', 0.005186212857542313), ('Weiacher', 0.005937705658850366), ('Politischen Gemeinde', 0.006490639951472693)]"
1357,83952,"[('Charlie Brown', 0.00022372225690989284), ('Schulz', 0.0012926618142562862), ('Charlie', 0.002017619525607118), ('Brown', 0.0021525306567444077), ('Monroe Schulz', 0.007778615841133625), ('Peanuts', 0.007829341499426599), ('Snoopy', 0.007872871022922133), ('Brown Christmas', 0.009958584148584604), ('Charlie Browns', 0.010067501560945177), ('Schulz erhielt', 0.012031714499519565)]"
1358,470106,"[('Fahrzeug', 0.002471214777703308), ('Fahrzeugs', 0.002559472448335569), ('Bradley', 0.003248258133411073), ('Army', 0.005372603263429448), ('Bradley IFV', 0.007864297371212019), ('Version', 0.00799060228610848), ('Fighting Vehicle', 0.008331504964439176), ('Kommandanten', 0.00924397287444466), ('Fahrzeuge', 0.009281587131039222), ('Soldaten', 0.009488485651382467)]"
1359,298364,"[('Gersdorf', 0.005047871549533029), ('Gemeinde Bahretal', 0.005199238466235116), ('Ottendorf', 0.005216135782504618), ('Gemeinde', 0.007403364789911643), ('Liebstadt', 0.007731726141723139), ('Pirna', 0.009337499727185646), ('Nentmannsdorf', 0.00947882733392856), ('Friedrichswalde', 0.010428142733788127), ('Borna', 0.010908005753181637), ('Kirche', 0.011329600904846386)]"
1360,97822,"[('Flagge', 0.0011928510900700354), ('Buenos Aires', 0.002808047636625089), ('Flagge Argentiniens', 0.005087288075382021), ('argentinischen Flagge', 0.005604901017434358), ('Sonne', 0.0074439065435763264), ('argentinische Flagge', 0.007661994843779527), ('Buenos', 0.014079973543233707), ('Aires', 0.014800897058000207), ('Bandera', 0.018120732461607114), ('Flagge gewidmet', 0.020047435766045854)]"
1361,205487,"[('Werner Tübke', 0.001741541377434578), ('Tübke', 0.003650677184785982), ('Werner Tübkes', 0.00478923878794509), ('Bad Frankenhausen', 0.0048972626842901466), ('Panorama Museum', 0.0051610654465135955), ('Thomas Müntzer', 0.005947132190209144), ('DDR', 0.008004780501437134), ('Tübkes', 0.009126692961964954), ('Panorama Museums', 0.010322130893027191), ('Werner', 0.011441934688243801)]"
1362,527272,"[('Pitotrohr', 0.0038234160019815504), ('Pitotsche Röhre', 0.004558940067544116), ('Druck', 0.012694783564391372), ('statischen Druck', 0.013404070717265513), ('deutscher Fachausdruck', 0.015309109909272868), ('Staudruck', 0.01669190571756481), ('Medium', 0.01940923407007832), ('Geschwindigkeit', 0.024126399264645087), ('Messung', 0.0257389387327495), ('statischen', 0.028031922879086294)]"
1363,1033115,"[('Heilmann', 0.0006027321970274064), ('Preußischen Landtag', 0.0028332513678183406), ('Heilmanns', 0.004701311136813769), ('SPD', 0.004739884288693026), ('Weimarer Republik', 0.0048336276878146265), ('Weimarer Koalition', 0.006324222798686786), ('Preußischen', 0.0073235092448254244), ('Preußen', 0.007832062362429448), ('Republik', 0.008518540491085738), ('Weimarer', 0.012006174990292872)]"
1364,4435133,"[('Büste', 0.0002349310919700587), ('Nofretete', 0.0007673549535211152), ('Königin Nofretete', 0.0018486557467133737), ('Ägyptischen Museums', 0.0018676399662388768), ('Berlin', 0.0023979470901287925), ('Museum Berlin', 0.002818423253636974), ('Königin', 0.0030062142683069787), ('Büste Echnatons', 0.0030595288266192376), ('Museum', 0.003562438592534525), ('Berliner Büste', 0.003605652169080931)]"
1365,70606,"[('Ameisenigel', 0.006926923354456619), ('Weibchen', 0.010632310101871094), ('Männchen', 0.011050795877495497), ('Langschnabeligel', 0.017578802576749906), ('Tiere', 0.018126784637941814), ('Stacheln', 0.020002318492966926), ('Kurzschnabeligel', 0.027204376667312465), ('Arten', 0.027277425649515737), ('Australiens', 0.028161715660210026), ('Neuguinea', 0.04064073095402039)]"
1366,1140050,"[('Howie Morenz', 0.0010668770212844258), ('Morenz', 0.0022511580361205424), ('National Hockey', 0.003721659052235179), ('Canadiens', 0.004228807325869747), ('Hockey League', 0.004656248407339387), ('Montréal', 0.00528403836955307), ('Howie', 0.0068744080725116905), ('Black Hawks', 0.008598930435298831), ('Hockey', 0.009168238825848224), ('Chicago Black', 0.010311606305895962)]"
1367,699446,"[('Pyramide', 0.004088507555726385), ('Unas', 0.01197731886013132), ('König', 0.019233615577612113), ('ISBN', 0.02341591515719346), ('Pyramiden', 0.024684378063518128), ('Vorkammer', 0.027716527084708224), ('Pyramide befindet', 0.028083957359508558), ('Grabkammer', 0.028178647857720972), ('Dynastie', 0.0339084954978273), ('Pyramidentexte', 0.035504216256407796)]"
1368,2160741,"[('Station', 0.002138358215025896), ('Stationen', 0.0034120595481478473), ('Berlin', 0.0039062356198187142), ('Telegrafenlinie', 0.005190279574677096), ('Köln', 0.005951065921706107), ('Nachrichten', 0.007001195723119195), ('optischen Telegrafen', 0.007022590678223705), ('Koblenz', 0.007096561272895962), ('Zeichen', 0.008297289470978051), ('Telegrafen', 0.010803433171367232)]"
1369,4781302,"[('Kette', 0.0027558469121828576), ('Main', 0.007104043631762542), ('Schiffe', 0.013284333720686613), ('Kettenschifffahrt', 0.014424195504010274), ('Aschaffenburg', 0.014435484036273396), ('spezielle Art', 0.016985965932584484), ('bayerische', 0.019212181782021304), ('Mains', 0.0201281236233272), ('bayerische Kettenschifffahrt', 0.020781970297906086), ('bayerischen', 0.021432268798321285)]"
1370,7565178,"[('Fibiger', 0.001975560344501537), ('Fibigers', 0.002901604255986633), ('Johannes Fibiger', 0.0033674165844611247), ('Fibigers Arbeiten', 0.0036690795614522636), ('Fibigers Entdeckung', 0.003795951932276178), ('Krebs', 0.004186428659216732), ('Fibigers Ergebnisse', 0.01078422625768821), ('Tumoren', 0.011672621038145587), ('Gongylonema neoplasticum', 0.012064919838721334), ('Arbeiten', 0.012934588348569287)]"
1371,169015,"[('Lanz', 0.0009618903886429104), ('Jörg Lanz', 0.0037410212051560685), ('Joseph Lanz', 0.0061442867628070386), ('Hitler', 0.009676906650516737), ('Liebenfels', 0.010319851232391045), ('Hitlers', 0.017203389600918644), ('ISBN', 0.01947379966335024), ('Ostara', 0.022683825637552616), ('Rasse', 0.02337471130108644), ('Lanz’', 0.024292267402153365)]"
1372,501872,"[('Missouri', 0.000666989137702626), ('USS Missouri', 0.0038703434849779858), ('United States', 0.005310365167193573), ('Naval Shipyard', 0.005659644601989969), ('Schlachtschiff', 0.005849598776222178), ('Pearl Harbor', 0.01021271197032653), ('Schiff', 0.010682321081245722), ('USS', 0.010884452209233864), ('Naval', 0.01164396778257665), ('New York', 0.013705659677546894)]"
1373,1558765,"[('Pyramide', 0.0023800395535534076), ('Roten Pyramide', 0.006695455309742724), ('Knickpyramide', 0.008034165661088182), ('echte Pyramide', 0.016181279323568235), ('Höhe', 0.017049543972431042), ('Pyramiden', 0.017882523481003547), ('Snofru', 0.01866929719353081), ('Kammer', 0.019426709801064125), ('Nebenpyramide', 0.019627210604959307), ('Gang', 0.023588420036804447)]"
1374,933987,"[('Wetzlarer Dom', 0.0009015395630149791), ('Dom', 0.0022716136848958063), ('Wetzlarer Doms', 0.0036061582520599163), ('Wetzlarer', 0.004132887060052741), ('Doms', 0.007193443335503386), ('Wetzlar', 0.007199472438756261), ('Maria', 0.009821034355423941), ('Fenster', 0.01386638811070648), ('Jahrhunderts', 0.01396956571866064), ('Vermutlich', 0.01510757421541523)]"
1375,403266,"[('Bahnhof', 0.0002994076781996996), ('Linie', 0.0003566222713134195), ('Stadt Berlin', 0.0004144085071177387), ('Potsdamer Platz', 0.0004834422425872184), ('Strecke', 0.0006020174770637408), ('Straße', 0.0009328631690118858), ('Berlin', 0.0010722571731526592), ('Berliner', 0.0011048631246158521), ('Berliner U-Bahn', 0.0012339921253741353), ('Bahnhof Berliner', 0.0012695931349721052)]"
1376,3431814,"[('Burg', 0.0033222313911887478), ('Ronneburg', 0.0037035846872725715), ('Burg Ronneburg', 0.00578766438095208), ('Kernburg', 0.010470022830853394), ('Gebäude', 0.013120524890239094), ('Jahrhundert', 0.013523361232635204), ('Vorburg', 0.01377127765436254), ('Tor', 0.014094500632959845), ('Jahrhunderts', 0.01560387834534831), ('Grafen Heinrich', 0.016310817288400704)]"
1377,1170839,"[('Việt Minh', 0.0001273423575930477), ('Điện Biên', 0.00026371495176964234), ('Biên Phủ', 0.00034423168667260443), ('Việt', 0.0014548062651618253), ('Minh', 0.0017049918768912398), ('Biên Phủs', 0.0019965437827011057), ('Biên', 0.0024886034242774893), ('Điện', 0.0027590064575213425), ('Phủ', 0.0037015147424697397), ('Schlacht', 0.00400960097308948)]"
1378,654759,"[('Höhlentempel', 0.002330772163626551), ('Jahrhundert', 0.003345871476623894), ('Höhlen', 0.006060531666853361), ('buddhistischen', 0.008507909894421486), ('buddhistischen Höhlentempel', 0.008604618755456764), ('Chr', 0.00903741496554951), ('hinduistische Höhlentempel', 0.011168411532039037), ('Skt.', 0.011770445232920286), ('hinduistischen Höhlentempel', 0.0146148439467578), ('Höhle', 0.015384958336978997)]"
1379,1148680,"[('Dornbirner', 0.000681848407317187), ('Dornbirner Gemeindegebiets', 0.002790565879505373), ('Dornbirner Gemeindegebiet', 0.002790565879505373), ('Dornbirner Ache', 0.0038370431208215334), ('Stadt Dornbirn', 0.008993425012582658), ('Fluss', 0.009352276193212751), ('Dornbirn', 0.011217562625535558), ('Dornbirner Bevölkerung', 0.012991924811965832), ('Bundesland Vorarlberg', 0.014860305498296379), ('Vorarlberg', 0.015894141844429017)]"
1380,3484144,"[('Heeresflugplatz Celle', 0.0003685252262496824), ('Celle', 0.0007356049159058404), ('Fliegerhorst Celle', 0.0019563120893749584), ('Stadt Celle', 0.004327832962385849), ('Station Celle', 0.004352968790345242), ('Bundeswehr', 0.004369123900876711), ('Flugplatz', 0.004403932966925794), ('Heeresflugplatz', 0.0050312478621710385), ('Fliegerhorst', 0.005086864529419651), ('Berliner Luftbrücke', 0.005185004664177041)]"
1381,3777858,"[('Phaidros', 0.00038357648125445605), ('Platon Phaidros', 0.00043127206002454904), ('Platons Sokrates', 0.0005571106231404201), ('Platons', 0.0007604886739753186), ('Sokrates', 0.0012347506776321422), ('Platon', 0.001245906976512756), ('Seele', 0.0014502290851525618), ('Platons Phaidros', 0.0015094522100859216), ('Platons Dialog', 0.001578107182388433), ('Dialog', 0.0028951992091675732)]"
1382,77131,"[('Brecht', 0.00021111597215026998), ('Brechts', 0.0003656830231888605), ('Epischen Theaters', 0.0005284612810446341), ('Theater', 0.000587765869161961), ('epische Theater', 0.0007116582383975367), ('Theater Brechts', 0.0007640536754308392), ('episches Theater', 0.0010401158868887075), ('Bertolt Brecht', 0.001087447058380072), ('Mutter Courage', 0.0011944843684896338), ('Theaters', 0.0015510488213996195)]"
1383,132280,"[('Brundage', 0.00031157720725549207), ('Avery Brundage', 0.0006627007657110905), ('Olympischen Spiele', 0.0016225471005924795), ('IOC', 0.001880104804281427), ('Brundages', 0.0021348808645283717), ('Olympischen Spielen', 0.002862754330253488), ('Olympischen', 0.0031907488983455553), ('Spiele', 0.0034870863966284045), ('olympischen Bewegung', 0.004046561031210543), ('Brundage Company', 0.00509588272690886)]"
1384,200579,"[('displaystyle', 0.0001617670819629914), ('Bestimmtheitsmaß', 0.00038097385067870353), ('mathbf', 0.0006889808204859658), ('adjustierte Bestimmtheitsmaß', 0.0012022506556113096), ('Variablen', 0.001580535236991054), ('Regression', 0.0016566214197985545), ('mathit', 0.001832556052511701), ('overline', 0.0018432124029176022), ('displaystyle SQR', 0.0019358268501655364), ('displaystyle SQT', 0.002131805496148322)]"
1385,1347694,"[('Ghana', 0.00314235144606817), ('Ghanas', 0.00628470289213634), ('Aschanti', 0.006623849232100148), ('Briten', 0.006709135817498924), ('Nkrumah', 0.0074926810065587286), ('Küste Ghanas', 0.01018492646494253), ('Wahlen', 0.012453073086366085), ('heutigen Ghana', 0.01309588842944123), ('Unabhängigkeit Ghanas', 0.013207411437652857), ('Nkrumahs', 0.01348682581180571)]"
1386,569878,"[('Neustadt', 0.0009485079376071726), ('Landau', 0.0009973477164189246), ('Abschnitt Winden', 0.001347493567465035), ('Winden', 0.0013483461721919702), ('Wissembourg', 0.0018451361000550494), ('Abschnitt Neustadt', 0.002088026754616715), ('Strecke', 0.0022959078366322607), ('Bahnhof', 0.003032312866038775), ('Maximiliansbahn', 0.003648626078198492), ('Abschnitts Winden', 0.004042480702395105)]"
1387,1025375,"[('ionischen Flüssigkeiten', 0.00017976159106964762), ('Ionische Flüssigkeiten', 0.00040644580551700175), ('Flüssigkeiten', 0.0006759006763305767), ('ionische Flüssigkeit', 0.001714605600705937), ('ionischen', 0.0020487292348037047), ('ionischen Flüssigkeit', 0.0027591387638063146), ('Ionic Liquids', 0.0035669595059988324), ('Ionische', 0.003616869958060922), ('Flüssigkeit', 0.005791960808145018), ('ionischer Flüssigkeiten', 0.006814945621864445)]"
1388,30386,"[('Zermatt', 0.0015515016489598204), ('Visp', 0.0031337072290882834), ('Matter Vispa', 0.003167586789366983), ('Bahnhof', 0.00381361475505042), ('Brig', 0.004523213527363975), ('Betrieb', 0.0058658779543663605), ('Bahnhof Visp', 0.0061700956136414185), ('Strecke', 0.006354369646988456), ('Bahnhof Zermatt', 0.009497105513916353), ('Zermatt betrieb', 0.011218478683788079)]"
1389,32283,"[('Atari', 0.00039585624603365464), ('Atari BASIC', 0.0032356543054608924), ('Ataris', 0.0041960762079567395), ('Software', 0.005871304351612175), ('Diskettenlaufwerk Atari', 0.006355190385934088), ('Modelle Atari', 0.006412842157114408), ('Computer', 0.007383507292788289), ('Atari Deutschland', 0.0075611127699261906), ('Atari Software', 0.0100783174185907), ('Television Interface', 0.010148566611814352)]"
1390,145908,"[('Gerfalken', 0.001362544920887583), ('Gerfalke', 0.009112036336843987), ('Weibchen', 0.015302891365017085), ('Männchen', 0.016020337990739247), ('Beute', 0.01664844335880157), ('Regel', 0.020134156689048627), ('Prozent', 0.023245449297458712), ('lebenden Gerfalken', 0.023897532023515515), ('Vögel', 0.02421606536625472), ('ausgewachsenen Gerfalken', 0.0247126050554576)]"
1391,330703,"[('Vercors', 0.0011103761003877974), ('Naturpark Vercors', 0.013770795335220699), ('Vercors liegt', 0.021407201341259757), ('Meter', 0.021655857794486064), ('Namens Vercors', 0.02591152718100412), ('Lagen', 0.0326021092808738), ('Süden', 0.032755410997787414), ('Norden', 0.03792065230887889), ('Reportage Vercors', 0.0427259387735934), ('Gebiet', 0.0443106396800528)]"
1392,1639507,"[('Gerd Tellenbach', 0.000471319904639641), ('Tellenbach', 0.0007470564373987927), ('Gerd Tellenbachs', 0.0020738075804144205), ('Deutschen Reiches', 0.0037690262441648736), ('Tellenbachs', 0.004025804134871271), ('Gerd', 0.004568478573255213), ('Universität Freiburg', 0.0046509853641355054), ('deutschen', 0.005645970550079369), ('Freiburg', 0.006052882392510356), ('Geschichte', 0.007179550419904137)]"
1393,4944556,"[('Kastell Stockstadt', 0.002484825037769592), ('Stockstadt', 0.002947598147447018), ('Kastell', 0.003651995276170538), ('Meter', 0.011478203782636807), ('Kastells', 0.012173317587235128), ('Main', 0.014570152789026718), ('Limes', 0.018425120072527335), ('Mithräum', 0.020312343200570057), ('Funde', 0.022972930701584522), ('wahrscheinlich', 0.023083753508820422)]"
1394,112421,"[('endotracheale Intubation', 0.0018686177044302905), ('Intubation', 0.002061385233771308), ('Tubus', 0.0057109084376057405), ('Patienten', 0.013223383172213504), ('endotracheale', 0.016209026066632066), ('schwierige Intubation', 0.02398472454720744), ('Luftröhre', 0.02600348825132641), ('Narkose', 0.02782002619225339), ('Insbesondere', 0.029806851122751395), ('Beatmung', 0.03138270856405704)]"
1395,174881,"[('Lötschental', 0.0017785233425018964), ('Tal', 0.0035342718521672468), ('Lötschentals', 0.004118685635267549), ('Tals', 0.005613255294618569), ('Kippel', 0.0078050912107291755), ('Wallis', 0.008127222773965243), ('Jahrhundert', 0.00832734218473599), ('Wiler', 0.011540530137930003), ('Meter', 0.0115661087285328), ('Goppenstein', 0.014830982492271763)]"
1396,3381266,"[('Kulturheidelbeeren', 0.003047304860997781), ('Heidelbeeren', 0.0064811550928399), ('Früchte', 0.006484399921474907), ('Sorten', 0.008585489171390423), ('USA', 0.011147994803327049), ('Kaninchenäugigen Heidelbeeren', 0.012996532537784202), ('Kulturheidelbeeren angebaut', 0.013382504151270323), ('Vaccinium', 0.01408233085885776), ('Beeren', 0.014794291996737537), ('Pflanzen', 0.014803638766557745)]"
1397,138828,"[('Gemeine Akelei', 0.0007310205568939762), ('Akelei', 0.000989159220724252), ('Gemeinen Akelei', 0.0018017530406277608), ('Blüten', 0.008855930368154092), ('Aquilegia', 0.009268755863278626), ('Gemeine', 0.009611686998931892), ('Aquilegia vulgaris', 0.012622978194618722), ('Schwarzvioletten Akelei', 0.015101277438418527), ('Gewöhnliche Akelei', 0.016801158771384276), ('Akelei erscheint', 0.017559232424927657)]"
