,pageid,YAKE_keywords
723,74588,"[('Welse', 0.004152179217214663), ('Wels', 0.006613019009160311), ('Tiere', 0.01143736880367816), ('Silurus', 0.014106925318856071), ('reine Süßwasserfisch', 0.01530150635665763), ('Silurus glanis', 0.016665036907716275), ('Echten Welse', 0.017362498708130086), ('meist', 0.01810593270793086), ('Grund', 0.018439688499292613), ('Gattung Silurus', 0.021742115829321278)]"
724,146113,"[('Trier', 0.0006820010192352358), ('Landesmuseum Trier', 0.000818781195220554), ('Stadt Trier', 0.0010174739839683186), ('Stadt', 0.0012752093660559323), ('Trierer', 0.002470871295941648), ('ISBN', 0.002912815338121219), ('römischen Stadt', 0.00334268625483443), ('Porta Nigra', 0.0037376218190191077), ('Jahrhundert', 0.003884516926932859), ('Jahrhunderts', 0.004855646158666074)]"
725,160867,"[('Gelbfieber', 0.002204409385372618), ('Virus', 0.011086686051682965), ('Siamesische Krankheit', 0.012214729756597107), ('Krankheit', 0.013545688274548405), ('Impfung', 0.013680611873675499), ('Südamerika', 0.014023302441972946), ('Afrika', 0.01428166827009622), ('Gelbfiebermücke', 0.014884808944006197), ('älteren Texten', 0.016915867950174395), ('Zyklus', 0.017683215709246584)]"
726,153405,"[('Forßmann', 0.0008891033500865221), ('Werner Forßmann', 0.0030057989068828415), ('Forßmanns', 0.007355309532533955), ('Deutschen Gesellschaft', 0.007997999245006701), ('Chirurgie', 0.00813212206050646), ('Deutschen', 0.012224629049913708), ('Herzens', 0.01304430749009713), ('Werner', 0.013684688929003227), ('Krankenhaus', 0.013855621479003192), ('Werner Theodor', 0.01450841371289131)]"
727,37656,"[('Harnblase', 0.002076673430761657), ('Blase', 0.006191088475824522), ('äußeren Schließmuskels', 0.013437037061854775), ('Harnblase erfolgt', 0.014076687716596755), ('lateinisch Vesica', 0.016148092839898723), ('Vesica urinaria', 0.016148092839898723), ('Harnlassen', 0.017861925998248884), ('Harnröhre', 0.017932542030041097), ('inneren Schließmuskels', 0.018160787063639015), ('Schließmuskels', 0.019169364017850812)]"
728,1665201,"[('Württemberg', 0.00023308533365546126), ('Weimarer Republik', 0.0005052324277165867), ('Stuttgart', 0.0008775840109762797), ('Regierung', 0.001181230063705313), ('Württembergs', 0.0012586608017394908), ('Verfassung Württembergs', 0.0013596174884855582), ('Volksstaat Württemberg', 0.0017147454884458987), ('Volksstaats Württemberg', 0.0017147454884458987), ('württembergische Regierung', 0.0018629811890616083), ('württembergischen Regierung', 0.0018779391972958187)]"
729,176621,"[('Gehirn', 0.0008955219749531583), ('Tight Junctions', 0.0009945682006151676), ('Endothelien', 0.003103823688444196), ('Gehirns', 0.004085819010723785), ('Endothelzellen', 0.0054162725853434505), ('Substanzen', 0.005427240539689785), ('beispielsweise', 0.005724026348974438), ('Junctions', 0.005783033434555654), ('Tight', 0.006439224849299602), ('Perizyten', 0.007353746918043778)]"
730,138145,"[('VLT', 0.005453211654104973), ('Teleskope', 0.006072195897071158), ('Millionen Euro', 0.008675764610801504), ('VLTI', 0.010477358423636887), ('VLT Interferometer', 0.011386971821499088), ('Paranal', 0.012136380786690276), ('Large Telescope', 0.013193752742743958), ('ESO', 0.014291770139983605), ('Survey Telescope', 0.014812451063991677), ('adaptive Optik', 0.016399259679760757)]"
731,210147,"[('Alkane', 0.0009874502533554679), ('Konformation', 0.007862820948755704), ('Alkanen', 0.008403191880198323), ('Höhere Alkane', 0.00908543957582663), ('verzweigte Alkane', 0.009442108611054479), ('Kohlenstoffatome', 0.00971601244497825), ('Energie', 0.010696630017522805), ('Ethan', 0.01155367311120642), ('höheren Alkane', 0.01171146429591328), ('Anzahl', 0.014494704172891174)]"
732,807,"[('Curium', 0.002585584594960148), ('III', 0.011254363729940185), ('Isotope', 0.011429602422537826), ('xrightarrow', 0.017798400646850156), ('displaystyle', 0.01798649632124371), ('Element', 0.021798390316062344), ('Halbwertszeit', 0.023191037013517955), ('Curiums', 0.023270261354641334), ('Reaktion', 0.023399972945225115), ('Mengen', 0.02654941166326679)]"
733,14705,"[('Problem', 0.002268852335981863), ('Probleme', 0.002293262041075244), ('displaystyle', 0.002806076973326543), ('Komplexitätstheorie', 0.00401177069083077), ('Algorithmus', 0.006014805238427931), ('Algorithmen', 0.006907894244342288), ('Klasse', 0.008194378367241649), ('Problems', 0.008394753643132894), ('Regel', 0.013950776927742804), ('Lösung', 0.015201314558987237)]"
734,246757,"[('Hennes Weisweiler', 0.0003257631555400211), ('Weisweiler', 0.00047834946310978607), ('Köln', 0.0022086764982842174), ('Weisweilers Mannschaft', 0.0023463655506080028), ('Borussia Mönchengladbach', 0.0029453476254625156), ('Mannschaft', 0.00313439002632472), ('Weisweilers', 0.0037670020219895653), ('Hennes', 0.0039003284622150672), ('Borussia', 0.00546909579906), ('trainer', 0.0062006263274644886)]"
735,101,"[('Americium', 0.003240489547326423), ('xrightarrow', 0.013229918671371781), ('III', 0.013832969110381938), ('displaystyle', 0.014967448326472493), ('Halbwertszeit', 0.017719037887664556), ('wässriger Lösung', 0.01902280435137187), ('Element', 0.020394690837974284), ('Americiums', 0.022143345240063887), ('mathrm', 0.02426534739495695), ('Elements', 0.02622174536310979)]"
736,1165592,"[('Münster', 0.0016522380925895251), ('Münsters', 0.001746651697880355), ('Konstanzer Münster', 0.0022017568123632665), ('Bischof Konrad', 0.00341188694765175), ('Bischof', 0.0036138754340710533), ('Konstanz', 0.004065240772246138), ('Jahrhundert', 0.004782479980349696), ('Lieben Frau', 0.004908887528708519), ('Stadt Konstanz', 0.004972860099205959), ('Stadt', 0.004987374881220364)]"
737,59385,"[('Ferdinand Tönnies', 9.115907742249536e-05), ('Tönnies', 0.00021011511330868988), ('Soziologie', 0.0007575774620558078), ('Gesellschaft', 0.0012490808585005997), ('Gemeinschaft', 0.0015143127694475247), ('Ferdinand', 0.001538032771159233), ('Universität Kiel', 0.001715725826277148), ('ISBN', 0.0018757349629), ('Tönnies Gesamtausgabe', 0.001936381982023311), ('Reinen Soziologie', 0.002382890494613672)]"
738,12005,"[('Greco', 0.0002344303394387985), ('Grecos', 0.0006802322964043826), ('Greco malte', 0.003109816895855939), ('Grecos Werke', 0.0039293350701572185), ('Toledo', 0.003933638107340377), ('Spanien', 0.0043339826141269595), ('Bild', 0.004629447418810115), ('Domínikos Theotokópoulos', 0.005907869277641502), ('Δομήνικος Θεοτοκόπουλος', 0.005907869277641502), ('Künstler', 0.006719882774746615)]"
739,417037,"[('Bad Aussee', 0.0004965466560374012), ('Altaussee', 0.000683810192861787), ('Gemeinde Altaussee', 0.0012084008198264442), ('Altausseer', 0.001509385844017294), ('Altausseer See', 0.0015328994825898163), ('Salzbergwerk Altaussee', 0.002169172728588916), ('Aussee', 0.003046772409974417), ('Bad', 0.003248174736661679), ('Altausseer Sees', 0.0034490238358270866), ('Gemeinde', 0.003544318907832076)]"
740,74835,"[('Perg', 0.00013545797310210377), ('Stadt Perg', 0.0005376300758820166), ('Stadtgemeinde Perg', 0.0006162813496481494), ('Bezirk Perg', 0.000629668332137802), ('Markt Perg', 0.0010490194690358408), ('Perger', 0.0014447216413850008), ('Pfarre Perg', 0.001884187717370087), ('Gemeinde Perg', 0.0021844421343432184), ('Bezirks Perg', 0.0023087838845052737), ('Turnverein Perg', 0.0037325647306120564)]"
741,507906,"[('Christianeum', 0.0025198971538920806), ('Christianeums', 0.004891565063437569), ('Altona', 0.004914258242790738), ('Königlichen Christianeums', 0.0054394172170132565), ('Schule', 0.0063104169753150745), ('Stadt Altona', 0.007275297647602754), ('Gymnasium', 0.011689894016181474), ('Gymnasium Academicum', 0.011953405170303228), ('Gymnasium Christianeum', 0.01279893752079709), ('Stadt', 0.019317664726995164)]"
742,142764,"[('Stadt Rodgau', 0.0009706824167619703), ('Rodgau', 0.0010229632520337042), ('Stadt', 0.0034359066386625203), ('Nieder-Roden', 0.003968370031647049), ('Rodgau Nieder-Roden', 0.004970123874606297), ('Dudenhofen', 0.005111980830919875), ('Rodgau Monotones', 0.005185402337231907), ('Weiskirchen', 0.007624217872312443), ('Jügesheim', 0.007627233968742716), ('Offenbach', 0.008214637674417264)]"
743,354670,"[('Kloster Muri', 0.00046737001195946336), ('Muri', 0.0007597350132226196), ('Klosters Muri', 0.0015579000398648778), ('Abtei', 0.0023226716824055298), ('Kloster', 0.0023623196936412858), ('Klosterkirche Muri', 0.0027413427159404245), ('Pfarrei Muri', 0.003731584390048937), ('Klosters', 0.003779711509826057), ('Gemeinde Muri', 0.004721743630319279), ('Amt Muri', 0.0047352377443665074)]"
744,256016,"[('Gemeinde Krummhörn', 0.0003196472438419403), ('Krummhörn', 0.0004571724349808613), ('Gemeinde', 0.0011740606019424336), ('Greetsiel', 0.0016760559155950413), ('Emden', 0.00204584295314008), ('Pewsum', 0.00206116479753593), ('Ostfriesland', 0.0028324247735314343), ('Stadt Emden', 0.0038440752238001114), ('Krummhörn liegt', 0.0039042754815031), ('Hauptort Pewsum', 0.005627443714345783)]"
745,114600,"[('Stadt', 0.0014024291780237999), ('Tempel', 0.0021776776735915075), ('Chr', 0.00256678311465748), ('Büyükkale', 0.003668198191091896), ('Jahrhundert', 0.003676660060830946), ('Meter', 0.004948295705298717), ('Andreas Schachner', 0.005031295448298687), ('Unterstadt', 0.005292472263474175), ('Straße', 0.005550464679662711), ('Ausgrabungen', 0.005934145255664959)]"
746,546677,"[('Stadt Ruhla', 0.0005868812268245575), ('Ruhla', 0.0006499420055675368), ('Ruhlaer', 0.0018163848204294463), ('Stadt', 0.003534523763523451), ('Ruhla befindet', 0.005370616129231706), ('Ruhlas', 0.0055786688811213575), ('Stadtverwaltung Ruhla', 0.007047445914802376), ('Prozent', 0.007999444166023831), ('Thal', 0.008280808391027109), ('Ruhlaer Heimatgeschichte', 0.009922952031979081)]"
747,1287274,"[('Belgien', 0.0020504302589552325), ('Niederlande', 0.002104321517828423), ('Wilhelm', 0.003649681770432177), ('Belgiens', 0.004532530046111567), ('König Wilhelms', 0.004637004770372121), ('Vereinigten Niederlande', 0.0047582556766292), ('König', 0.005967101273124262), ('Unabhängigkeit Belgiens', 0.006465754986789914), ('König Wilhelm', 0.006955507155558182), ('Niederlande Belgien', 0.007301733220524823)]"
748,66882,"[('Paracetamol', 0.0007035385513140831), ('Paracetamols', 0.008442462615768998), ('Wirkung', 0.008502949288576617), ('Anwendung', 0.013366930239991753), ('Paracetamol erstmals', 0.019831667502158555), ('Patienten', 0.02158406207170364), ('Wirkstoff Paracetamol', 0.022617177504507133), ('Einnahme', 0.02313881939475126), ('Acetylsalicylsäure', 0.023563467813210406), ('Substanz Acetaminophen', 0.025134931080664186)]"
749,245435,"[('New York', 0.00011506229370189069), ('Burr', 0.00023142239778055988), ('Aaron Burr', 0.00035653443686195453), ('Burrs', 0.0008029655922992154), ('New', 0.0008118602630431579), ('New Yorks', 0.0008711859380286009), ('York', 0.0016769960518180325), ('Burr Hamilton', 0.0021343934361125008), ('New Yorker', 0.0022248016722737672), ('New Jersey', 0.0022270180791486966)]"
750,590625,"[('Wappen', 0.001069107571436246), ('Sachsenross', 0.0019043702421569862), ('Pferd', 0.002667033778869138), ('Hannover', 0.0042127277388549775), ('Niedersachsen', 0.005686952344319909), ('Landes Niedersachsen', 0.007872825185321434), ('Sachsen', 0.007911384623843718), ('Wappens', 0.009488329696496683), ('Wappen Niedersachsens', 0.010909672244281726), ('Schild', 0.011942403038475284)]"
751,289440,"[('Qianlong', 0.0014296142774200592), ('Kaiser', 0.00158083130983004), ('Kaiser Qianlong', 0.0033443904070098807), ('Qianlongs', 0.005045697449717856), ('China', 0.005077537684527786), ('ISBN', 0.005785181179552554), ('Kaisers', 0.007746073418167197), ('Chinas', 0.00834166905315279), ('Qianlong ließ', 0.009936534891638309), ('Kaiser Kangxi', 0.010618995295713187)]"
752,276035,"[('Louis Agassiz', 0.0011801151940947327), ('Agassiz', 0.0023676591273914397), ('Rodolphe Agassiz', 0.0071767062266357585), ('Louis', 0.008973362421826739), ('Louis Rodolphe', 0.01030731222219362), ('AGASSIZ LOUIS', 0.01652161271732626), ('Gletscher', 0.01653551457250757), ('Vereinigte Staaten', 0.021596865643290452), ('USA', 0.02382249425905069), ('Friedrich Wilhelm', 0.02451098068534197)]"
753,38541,"[('Ludwig Boltzmann', 0.00029674500973163564), ('Boltzmann', 0.0004971220253875427), ('Boltzmanns', 0.001410203296507519), ('Boltzmann Institut', 0.0015001110657808445), ('Ludwig', 0.0030116075864423473), ('Universität Wien', 0.0036462979949256086), ('Wien', 0.00431801795890481), ('Physik', 0.005481505501298577), ('Boltzmanns Tod', 0.006438708663578801), ('Universität Graz', 0.007934387373907257)]"
754,44531,"[('Brels Chansons', 0.00026654930956085843), ('Jacques Brel', 0.00036143556713549813), ('Brel', 0.0004314040711026957), ('Brels', 0.0007952388298640053), ('Chansons', 0.0011005251173784902), ('Brels Chanson', 0.0017769953970723897), ('chanson', 0.0023628921637832284), ('Chanson Les', 0.003013446539393176), ('Brels Werk', 0.0038667818946241557), ('Jacques', 0.0041834377145350205)]"
755,533176,"[('Frankfurt', 0.005328090756767039), ('Hauptfriedhof Frankfurt', 0.005750580578884303), ('Friedhof', 0.006061744208237759), ('Eckenheimer Landstraße', 0.006105023988214115), ('Stadt Frankfurt', 0.0063263301418414195), ('Hauptfriedhof', 0.007801403286805915), ('Frankfurter Hauptfriedhof', 0.008665556756561785), ('Jüdischen Friedhof', 0.010236082445996579), ('jüdische Friedhof', 0.012699316057789163), ('Friedhofs', 0.012797015550724157)]"
756,12364,"[('Paula Becker', 6.083924351022274e-05), ('Paula Modersohn-Becker', 9.449379954396916e-05), ('Paula', 0.00028814879552666256), ('Otto Modersohn', 0.0005838130595611235), ('Paula Beckers', 0.0005982525611838569), ('Becker', 0.0007712086851374123), ('Paula Modersohn-Beckers', 0.0010394317949836609), ('Modersohn-Becker', 0.001357051009088413), ('Worpswede', 0.0019094945935495536), ('Paula Modersohn', 0.0019185123846001237)]"
757,19039,"[('Glykolyse', 0.0006258535059114193), ('ATP', 0.001998726684464376), ('Glucose', 0.0027276853533252307), ('Moleküle ATP', 0.00324331520454897), ('Pyruvat', 0.003690989261917825), ('Abbau', 0.006573029886501065), ('Molekül ATP', 0.00683615058919245), ('Bedingungen', 0.007011531832881012), ('physiologischen Bedingungen', 0.007330583299715549), ('Energie', 0.008038822144228765)]"
758,5262559,"[('Berliner Mauer', 0.0004524830283012556), ('Mauer', 0.0017795819333175963), ('DDR', 0.0019754453595763567), ('Berliner', 0.0045609375608343045), ('Grenzsoldaten', 0.005632465188606223), ('August', 0.007718868222212615), ('Personen', 0.008573323287729535), ('Berlin', 0.008684488845193386), ('West-Berliner Polizisten', 0.009621772711139289), ('West-Berliner', 0.010011073589792033)]"
759,380152,"[('Raymond Kopa', 0.000555255209847638), ('Kopa', 0.0006679991655190478), ('Stade Reims', 0.0009573602335298276), ('Real Madrid', 0.0021452979618352256), ('Reims', 0.002897179951671545), ('Kopas', 0.0037267321865799502), ('Stade', 0.004434220541280694), ('Spieler', 0.0049285967090464), ('Raymond', 0.006462987383166705), ('Real', 0.00689673709392847)]"
760,537259,"[('Vertrauensfrage', 0.0012930216783718282), ('Bundeskanzler', 0.0018357885794432719), ('Bundeskanzler Schröder', 0.0028812105800255154), ('Bundeskanzlers', 0.0050754154843431635), ('Bundestages', 0.0055009479406002955), ('Bundestag', 0.00573484232404182), ('Regierung', 0.006898713794381661), ('Gerhard Schröder', 0.007779528378697908), ('Mehrheit', 0.008553676233377248), ('Helmut Kohl', 0.008707982163612507)]"
761,291062,"[('Gletscher', 0.00018654303300776927), ('Fläche', 0.002125350303728906), ('meisten Gletscher', 0.0032330050854304715), ('Gletschern', 0.0037251737809702156), ('Gletschers', 0.004178563939374031), ('Rückgang', 0.004574251138600437), ('kleinere Gletscher', 0.005347799551844758), ('Fläche verloren', 0.006422210614296954), ('Jahrhunderts', 0.007206951800969208), ('größte Gletscher', 0.007335629003246054)]"
762,19379,"[('Orient-Express', 0.0004629570535225212), ('Paris', 0.0010732531377553528), ('CIWL', 0.0011155810767792373), ('Zug', 0.0016546876950456128), ('Wagen', 0.00211848810132322), ('Wien', 0.002191597763860875), ('Istanbul', 0.002257489005628077), ('Orient Express', 0.002834595704953106), ('Kurswagen', 0.0029817574060851935), ('Schlafwagen Paris', 0.003510316734915537)]"
763,65801,"[('Erika', 0.0005022736448041323), ('Bruder Klaus', 0.0009081770864429091), ('Klaus', 0.0015012878103234544), ('ISBN', 0.002297167887788356), ('Bruders Klaus', 0.0027245312593287274), ('Thomas', 0.0047701359523332435), ('schrieb Erika', 0.007034243091243955), ('Bruder', 0.007131008702049104), ('Familie', 0.008435008050036125), ('Deutschland', 0.009839476806210504)]"
764,155444,"[('Mond', 0.0013286683717498298), ('Mondlandung', 0.0023722768604036676), ('Erde', 0.00295180109740946), ('Astronauten', 0.003322759588617613), ('the Moon', 0.004301149122315616), ('Fotos', 0.004782101439205738), ('Apollo', 0.004859896208583968), ('Verschwörungstheoretiker', 0.009239853961766032), ('NASA', 0.00993375013265009), ('the', 0.011675442765401509)]"
765,805,"[('Californium', 0.004105534255931233), ('Halbwertszeit', 0.007773088876798544), ('III', 0.010934860794562101), ('xrightarrow', 0.013000317305734487), ('Isotope', 0.016189292242406728), ('Californiums', 0.017961712369699144), ('Isotop', 0.01921706371732938), ('mathrm', 0.019731636620709033), ('displaystyle', 0.019884665571955742), ('Kalifornium geschrieben', 0.020106792223835022)]"
766,75154,"[('Kyros', 0.00046985237162989573), ('Babylon', 0.004756514853914812), ('Perserkönig', 0.005173781212662567), ('ISBN', 0.005475354417008009), ('Astyages', 0.005872825467008181), ('Chr', 0.007004053325116753), ('König', 0.0070764365809026265), ('Babylons Kyros', 0.008138006079400014), ('Nabonid', 0.008489558953620493), ('Kyros König', 0.009088966544600823)]"
767,522125,"[('Unterart', 0.004964068994952792), ('Milvus migrans', 0.005703313170469743), ('Schwarzmilane', 0.005744928300520231), ('Milvus milvus', 0.006252324274177768), ('Milvus', 0.006784472427107574), ('Schwarzmilan', 0.008389588878865381), ('Milvus aegyptius', 0.009207841044769067), ('Unterarten', 0.011844132642220525), ('Vögel', 0.012008218580188815), ('Art Milvus', 0.014082646954278525)]"
768,29394,"[('alkoholischen Gärung', 0.0017669926242747317), ('Gärung', 0.0019495096420941156), ('alkoholische Gärung', 0.0020678718300905746), ('Ethanol', 0.0037802305820840722), ('Glucose', 0.006657242219723302), ('Hefen', 0.010063628385851594), ('Molekül Glucose', 0.010926882752910923), ('Glykolyse', 0.010937233822975451), ('Acetaldehyd', 0.014335248816781929), ('Moleküle ATP', 0.016052982416213533)]"
769,1067525,"[('Braunschweig', 0.0008090157523727625), ('Stadt Braunschweig', 0.0013312958763423582), ('Stadt', 0.0028640954555156518), ('Oktober', 0.003579637601753591), ('Bomber Group', 0.00459686273346688), ('Braunschweiger', 0.005885109709832972), ('Zerstörung Braunschweigs', 0.006324450825120082), ('Bomber', 0.007152030376969461), ('Bomber Command', 0.00735006514779061), ('RAF Bomber', 0.008111711993555546)]"
770,877694,"[('Peter Thunberg', 0.0005656614819786324), ('Thunberg', 0.0006544484480310318), ('Carl Peter', 0.0009653404555667028), ('Uppsala', 0.0020542915257221804), ('online', 0.0026063271322692874), ('Band', 0.002701856050097659), ('Thunbergs', 0.002945018016139643), ('Carl', 0.0036699744083870363), ('Universität Uppsala', 0.004765071934502566), ('Japan', 0.005695939953146889)]"
771,5740,"[('Ytterbium', 0.0022433692272358537), ('Ytterbiums', 0.010808960822136386), ('III', 0.01725826823895829), ('Lanthanoide', 0.025278197615758325), ('Marignacs Ytterbium', 0.026765597736465595), ('Georges Urbain', 0.03052864442667543), ('Element', 0.0358351184405505), ('Charles Galissard', 0.03619710948941805), ('Jean Charles', 0.03666945083898794), ('Carl Auer', 0.03680260144720039)]"
772,90086,"[('Alexander', 0.0015199614568115266), ('Severus Alexander', 0.0020540241398968604), ('Alexanders', 0.0033776921262478367), ('Kaiser', 0.004062646443296913), ('Alexander Severus', 0.004792722993092674), ('Historia Augusta', 0.005085221678993742), ('Mamaea', 0.005417747491527916), ('Septimius Severus', 0.005743863517236413), ('Severus', 0.008180244091329303), ('Elagabal', 0.008186453053341083)]"
773,38687,"[('Bremgarten', 0.0007931912021478763), ('Bahnhof Bremgarten', 0.005931632413130788), ('Zürich', 0.0074054259698072165), ('Stadt', 0.007966185648767311), ('Bremgarten West', 0.009645752809131766), ('Wohlen', 0.014072227930173353), ('Altstadt', 0.015401657927588427), ('Kantons Aargau', 0.016513972537438294), ('erhielt Bremgarten', 0.017268913472559058), ('Kulturkommission Bremgarten', 0.018863397933296625)]"
774,300479,"[('Arten', 0.00378512926972368), ('Bockkäfer', 0.006643617005738705), ('Schutzstatus', 0.01008513054792252), ('Käfer', 0.010352100494898734), ('Larven', 0.01077255606684964), ('Holz', 0.014606788184259032), ('BNatSchG', 0.016911964221971106), ('wichtigsten Käfergruppen', 0.016981383180581858), ('meisten Arten', 0.018474079167235643), ('Fühler', 0.021171955606213988)]"
775,127884,"[('Millionen', 0.0004445683450602082), ('Atmosphäre', 0.0031560815272381414), ('Erdgeschichte', 0.0033672605448948163), ('Erde', 0.003490998994144425), ('Massenaussterben', 0.004306710773881423), ('Kohlenstoffdioxid', 0.004310551686213153), ('Klima', 0.004793355245372392), ('Prozent', 0.006075833975373743), ('Quartären Eiszeit', 0.006829638407867566), ('Beginn', 0.007031011820850958)]"
776,10837,"[('Arten', 0.0028079889866763426), ('Drosera', 0.003759465732321698), ('Gattung', 0.01064110224741653), ('Pflanzen', 0.014083621507528702), ('Arten Drosera', 0.015675590825064454), ('Sonnentau', 0.018777281325927986), ('Gattung Drosera', 0.022246792445325042), ('australischen Arten', 0.024800503191252144), ('Sektion Drosera', 0.03324607233823778), ('Sektion', 0.03596114364309718)]"
777,588556,"[('Art', 0.009300702616634092), ('Wespenbussard', 0.01236729214791757), ('Vögel', 0.013642309775555512), ('Wespenbussarde', 0.015491847162306545), ('Jungvögel', 0.018381603155515965), ('September', 0.02285554445110658), ('Männchen', 0.025427924044645143), ('Afrika', 0.026345843117964767), ('Weibchen', 0.027717413436943374), ('Europa', 0.02793218763480473)]"
778,4162,"[('Pythagoreer', 0.0011455297819528724), ('Pythagoras', 0.0018786903373744514), ('Πυθαγορικοί Pythagorikoí', 0.004961639546802033), ('Πυθαγόρειοι Pythagóreioi', 0.0049810372439060896), ('Pythagoreismus', 0.005359430853681302), ('ISBN', 0.008915218452354292), ('Pythagoras and', 0.010079718035775535), ('Schule', 0.01110309001634532), ('frühen Pythagoreer', 0.012672203898454071), ('Jahrhundert', 0.012979660499758227)]"
779,2379,"[('Jupiter', 0.006642452955992449), ('Galileischen Monde', 0.010211110001460948), ('systematische Bezeichnung', 0.013551019431857925), ('Raumsonde Galileo', 0.017083450542474846), ('Monde', 0.018123748232645513), ('Oberfläche', 0.02266957977261101), ('Entfernung Jupiters', 0.02827948853690711), ('Mond Jupiters', 0.030179773695788427), ('Schwefel', 0.030352950263198238), ('Voyager', 0.030488803791585736)]"
780,171941,"[('Sumpfdotterblume', 0.004134889392983634), ('Gattung Dotterblumen', 0.004180360332917119), ('Caltha palustris', 0.005889606035527035), ('Blüten', 0.014149377691754261), ('Caltha', 0.014378545380282758), ('palustris', 0.02431197703809169), ('Berner Oberland', 0.02793276478917278), ('Bayern', 0.03069033568183375), ('Sorte Caltha', 0.03859617364636553), ('Samen', 0.03951954607106729)]"
781,32881,"[('Roten Platz', 0.00020577745739423805), ('Roten Platzes', 0.0008756099356889273), ('Platz', 0.0009054493419688792), ('Roten', 0.001855258541302519), ('Rote Platz', 0.0020705035352607992), ('Platz Moskaus', 0.004467561512999065), ('Kasaner Kathedrale', 0.006326365866812878), ('Kathedrale', 0.006409448024947829), ('Kremls', 0.007124131343531362), ('Platzes', 0.0074175444195917345)]"
782,20870,"[('Schleiereule', 0.0016774298985424718), ('jüngerer Literatur', 0.0027059991964170052), ('eigenständige Art', 0.0047949346994772424), ('Schleiereulen', 0.00524383775318479), ('Art', 0.008388506715260058), ('Art geführt.Die', 0.008593670128772726), ('Literatur', 0.009332599774704794), ('Form', 0.009871215955115753), ('Australischen Schleiereule', 0.010944096737694411), ('Schleiereule geführt.Die', 0.011521430034897345)]"
783,38238,"[('Elster', 0.0006781080988247466), ('Pica pica', 0.0009511936408020025), ('Elster Pica', 0.001924851835525375), ('Pica', 0.0024709418199709795), ('Elstern', 0.003421143260087564), ('Vögel', 0.005349474695828993), ('Männchen', 0.008155226002195351), ('Nahrung', 0.010392527890518288), ('ISSN', 0.01116670934211962), ('Elster besiedelt', 0.011569133487003214)]"
784,828641,"[('Atlantis', 0.00442140782718261), ('Juni', 0.007966851811459204), ('Stunden', 0.009156463401737876), ('NASA', 0.009217139310945812), ('UTC', 0.01043435980995478), ('KSC', 0.012291810577194286), ('Tank', 0.016587764707976047), ('Start', 0.016764698928572866), ('Außentank', 0.017718397574081744), ('ISS', 0.019498126081621478)]"
785,6561310,"[('keltische Religion', 0.006783327205667924), ('Autoren', 0.007596619229108293), ('keltischen Religion', 0.008070029522838203), ('Kelten', 0.008801373304338805), ('Religion', 0.009151115099068416), ('antiken Autoren', 0.009596880294360803), ('Druiden', 0.009908344583160781), ('keltischen', 0.011167143778344), ('Anlässen bezeichnet', 0.01364189142112543), ('gewidmeten Anlässen', 0.013772667075880901)]"
786,34841,"[('Grünspecht', 0.003569436631101151), ('Picus viridis', 0.012856691155587782), ('Grauspecht', 0.015708088379498275), ('Picus', 0.017679656639840745), ('Grünspechts', 0.017847183155505753), ('Weibchen', 0.034973683137349054), ('Männchen', 0.037259758305077884), ('Grauspecht fehlt', 0.04254837132177994), ('Gattung Picus', 0.043340913483684705), ('Art', 0.04539999576829366)]"
787,671894,"[('Zingst', 0.0007123546129460165), ('Sundischen Wiesen', 0.0016027984868027929), ('Halbinsel Zingst', 0.0034751968580345478), ('Insel Zingst', 0.005592151866032125), ('Zingster Strom', 0.006397900399585038), ('Wiesen', 0.00742667987555482), ('Ort Zingst', 0.007562813927981924), ('Halbinsel', 0.008046881070803669), ('Insel', 0.008626008604605226), ('Ostsee', 0.009973861072468346)]"
788,23725,"[('Kanal', 0.0016633497444079855), ('Kanals', 0.0037425369249179676), ('Meter', 0.00434107654240375), ('Schleusen', 0.004710297695854324), ('Nürnberg', 0.009200815850594055), ('Schiffe', 0.009758165948941194), ('Wasser', 0.010031268603925584), ('Schleuse', 0.010385876168244927), ('Donau', 0.013507267996186564), ('Bamberg', 0.013693221226026226)]"
789,180311,"[('Ehrenburg', 0.00018341530596750863), ('Ilja Ehrenburg', 0.0002372323648147714), ('Ehrenburgs', 0.0004574333534370396), ('Ilja Ehrenburgs', 0.0010912688781479485), ('Deutsche Übersetzung', 0.0010979434601929396), ('Artikel Ehrenburgs', 0.0015576654057110498), ('Sowjetunion', 0.0017142945361045758), ('Berlin', 0.002199632022236769), ('Deutschen', 0.002246252792968854), ('schrieb Ehrenburg', 0.0026148668816989343)]"
790,31307,"[('Ben Sira', 2.9792480360761898e-05), ('Ben Siras', 9.245942180926107e-05), ('Ben', 0.0004207660172135613), ('Sira', 0.0005359621770205416), ('Jesus Sirach', 0.0009786541706086308), ('Sir', 0.0014298097842368911), ('Siras', 0.0018111825292418304), ('Siras Werk', 0.0019168221458466244), ('Buch Ben', 0.0019378219490102113), ('Sirachbuch', 0.0024825844534000076)]"
