,pageid,RAKE_keywords
704,9130,"[('heraklit “', 0.00047619047619047673), ('logos „', 0.001637630662020907), ('heraklits leben', 0.0018699186991869932), (': „', 0.0018699186991869932), ('heraklit weisheit', 0.0023344947735191644), ('erscheint heraklit', 0.0023344947735191644), ('„ einheit', 0.002566782810685251), ('weist heraklit', 0.002566782810685251), ('stellt heraklit', 0.002566782810685251), ('heraklits tod', 0.002566782810685251)]"
705,3786201,"[(': „', 0.00047619047619047673), ('romans „', 0.0031623931623931635), ('kapitel „', 0.0031623931623931635), ('zauberberg “,', 0.003406593406593407), ('sinne „', 0.003650793650793651), ('lediglich „', 0.003650793650793651), ('„ sonne', 0.0038949938949938956), ('faschingsdienstag „', 0.0038949938949938956), ('): „', 0.0038949938949938956), ('„ zeitlose', 0.00413919413919414)]"
706,183919,"[('juden :', 0.00047619047619047673), (': juden', 0.00047619047619047673), ('juden “', 0.0029894179894179905), ('unterstellten juden', 0.0033862433862433873), ('juden ermorden', 0.0033862433862433873), ('verbietet juden', 0.0035185185185185198), ('juden werner', 0.0035185185185185198), ('juden tauchten', 0.0035185185185185198), ('juden bräuchten', 0.0035185185185185198), ('meisten juden', 0.003650793650793651)]"
707,296443,"[('basler münster', 0.00047619047619047673), ('basler münsters', 0.0008424908424908428), ('basel befand', 0.0019413919413919412), ('universität basel', 0.0023076923076923083), ('stadt basel', 0.0023076923076923083), ('basler erdbeben', 0.0023076923076923083), ('basler universität', 0.0026739926739926746), ('basel 2006', 0.0026739926739926746), ('basel 2002', 0.0026739926739926746), ('reformierten basel', 0.0030402930402930405)]"
708,9569,"[('kunst modiglianis', 0.00047619047619047673), ('skulpturen modiglianis', 0.0008045977011494265), ('modiglianis leben', 0.0011330049261083753), ('modiglianis akte', 0.0011330049261083753), ('modigliani ebenfalls', 0.0011330049261083753), ('leben modiglianis', 0.0011330049261083753), ('akte modiglianis', 0.0011330049261083753), ('orientierte modigliani', 0.0014614121510673238), ('modigliani lässt', 0.0014614121510673238), ('künstlers modigliani', 0.0014614121510673238)]"
709,3369883,"[('römischen mogontiacum', 0.0004761904761904756), ('mogontiacum (', 0.00297423887587822), ('römische mainz', 0.0034426229508196715), ('heutigen mainz', 0.0035987509758001555), ('mogontiacum stationiert', 0.003911007025761124), ('mogontiacum entstanden', 0.003911007025761124), ('provinzhauptstadt mogontiacum', 0.004067135050741608), ('mogontiacum schnell', 0.004067135050741608), ('mogontiacum beziehungsweise', 0.004067135050741608), ('mogontiacum zusätzlich', 0.004223263075722092)]"
710,2933,"[('lutetium zählt', 0.00047619047619047673), ('lutetium besitzt', 0.00047619047619047673), ('name lutetium', 0.001208791208791209), ('metallisches lutetium', 0.0019413919413919412), ('lutetium stets', 0.0019413919413919412), ('lutetium darstellt', 0.0019413919413919412), ('entspricht lutetium', 0.0019413919413919412), ('dotiertes lutetium', 0.0019413919413919412), ('aufgenommenes lutetium', 0.0019413919413919412), ('lutetium', 0.0026739926739926746)]"
711,872059,"[('stadt chantilly', 0.00047619047619047673), ('chantilly befindet', 0.0009090909090909094), ('schloss chantilly', 0.0011255411255411262), ('chantilly 5', 0.0017748917748917758), ('chantilly ).', 0.0017748917748917758), ('bahnhof chantilly', 0.0017748917748917758), ('ort chantilly', 0.0022077922077922084), ('gehört chantilly', 0.0022077922077922084), ('chantilly trägt', 0.0022077922077922084), ('chantilly eröffnet', 0.0022077922077922084)]"
712,17835,"[('erkrath (', 0.00047619047619047673), ('stadt erkrath', 0.0006462585034013612), ('gemeinde erkrath', 0.0009863945578231304), ('honschaften erkrath', 0.001836734693877552), ('gemeindezentrum erkrath', 0.0020068027210884366), ('name erkrath', 0.00217687074829932), ('erkrath bezeichnet', 0.00217687074829932), ('erkrath besteht', 0.00217687074829932), ('kirchspiel erkrath', 0.0023469387755102045), ('erkrath liegt', 0.0023469387755102045)]"
713,27859,"[('gruppe :', 0.00047619047619047673), ('gruppe nämlich', 0.0012380952380952382), ('gruppe führte', 0.0012380952380952382), ('gruppe einlud', 0.0012380952380952382), ('gruppe auflösen', 0.0012380952380952382), ('gruppe wahr', 0.001619047619047619), ('gruppe richtungsweisend', 0.001619047619047619), ('gruppe prämiert', 0.001619047619047619), ('gruppe gestoßen', 0.001619047619047619), ('gruppe gelesen', 0.001619047619047619)]"
714,190608,"[('eidgenossenschaft maximilian', 0.00047619047619047673), ('könig maximilian', 0.0033747412008281576), ('eidgenossenschaft erreicht', 0.0033747412008281576), ('eidgenössischen truppen', 0.003788819875776398), ('eidgenossen zogen', 0.003788819875776398), ('schweizerischen eidgenossenschaft', 0.004202898550724639), ('eidgenossenschaft verpflichtete', 0.004202898550724639), ('eidgenossenschaft verhängen', 0.004202898550724639), ('eidgenossenschaft verbunden', 0.004202898550724639), ('eidgenossenschaft standen', 0.004202898550724639)]"
715,34839,"[('vorkommen liegen', 0.00047619047619047673), ('türkei liegen', 0.00047619047619047673), ('letzten 20', 0.001534391534391535), ('isbn 3', 0.001534391534391535), ('häufig fliegen', 0.001534391534391535), ('10 metern', 0.001534391534391535), ('10 hektar', 0.001534391534391535), ('türkei brüten', 0.002592592592592593), ('türkei bestehen', 0.002592592592592593), ('nirgendwo häufig', 0.002592592592592593)]"
716,247834,"[(': salamandra', 0.00047619047619047673), ('mitose :', 0.0014965986394557828), (': natur', 0.0014965986394557828), ('thiesmeier :', 0.001836734693877552), ('menges :', 0.001836734693877552), ('feldmann :', 0.001836734693877552), ('europa :', 0.001836734693877552), (': zeitschrift', 0.001836734693877552), ('schulte :', 0.00217687074829932), ('linnenbach :', 0.00217687074829932)]"
717,241073,"[('„ silbermann', 0.00047619047619047673), ('silbermann zahlreiche', 0.0017460317460317465), ('gottfried silbermann', 0.0017460317460317465), ('): silbermann', 0.0017460317460317465), ('straßburger silbermann', 0.002063492063492064), ('silbermann verwendete', 0.002063492063492064), ('silbermann kennen', 0.002063492063492064), ('silbermann erhielt', 0.002063492063492064), ('orgelbauerfamilie silbermann', 0.002063492063492064), ('erhaltenen silbermann', 0.002063492063492064)]"
718,4786,"[('strauße meistens', 0.00047619047619047673), ('nordafrikanische strauße', 0.00047619047619047673), ('afrikanische strauße', 0.00047619047619047673), ('weibliche strauße', 0.0010714285714285721), ('verwilderte strauße', 0.0010714285714285721), ('strauße leben', 0.0010714285714285721), ('strauße freilebend', 0.0010714285714285721), ('strauße eingang', 0.0010714285714285721), ('strauße ausgewildert', 0.0010714285714285721), ('strauße abgebildet', 0.0010714285714285721)]"
719,377374,"[('bahn frankfurt', 0.00047619047619047673), ('linie u5', 0.0026739926739926746), ('straßenbahn frankfurt', 0.003406593406593407), ('verkehrsgesellschaft frankfurt', 0.0041391941391941385), ('stadtregion frankfurt', 0.0041391941391941385), ('stadt frankfurt', 0.0041391941391941385), ('linien u4', 0.0041391941391941385), ('linien u1', 0.0041391941391941385), ('linien fahren', 0.0041391941391941385), ('linie u9', 0.0041391941391941385)]"
720,33221,"[('transall durchgeführt', 0.00047619047619047673), ('französischen transall', 0.00047619047619047673), ('deutschen transall', 0.00047619047619047673), ('deutsche transall', 0.0007482993197278909), (': transall', 0.0007482993197278909), ('mehrere transall', 0.0010204081632653062), ('50 transall', 0.0010204081632653062), ('variante transall', 0.0012925170068027213), ('transall ng', 0.0012925170068027213), ('transall erhielt', 0.0012925170068027213)]"
721,33339,"[('affäre dreyfus', 0.00047619047619047673), ('„ dreyfus', 0.0021722113502935427), ('dreyfus unschuldig', 0.0023026744944553167), ('dreyfus erneut', 0.0023026744944553167), ('sowohl dreyfus', 0.0025636007827788652), ('fall dreyfus', 0.0025636007827788652), ('dreyfus 1899', 0.0025636007827788652), ('familie dreyfus', 0.002824527071102414), ('dreyfus innerhalb', 0.002824527071102414), ('dreyfus bislang', 0.002824527071102414)]"
722,38183,"[('chemische bindung', 0.00047619047619047673), ('kovalente bindung', 0.0008424908424908428), ('ionische bindung', 0.0008424908424908428), ('bindung beteiligt', 0.0008424908424908428), ('chemischen bindung', 0.001208791208791209), ('bindung geschlossen', 0.001208791208791209), ('bindung bedingt', 0.001208791208791209), ('bindung aufgestellt', 0.001208791208791209), ('unpolare bindung', 0.001575091575091575), ('ungerichtete bindung', 0.001575091575091575)]"
723,74588,"[('welse weisen', 0.00047619047619047673), ('welse erreichen', 0.00047619047619047673), ('rhone welse', 0.00047619047619047673), ('europäische welse', 0.00047619047619047673), ('welse verfügen', 0.0011564625850340139), ('welse mindestens', 0.0011564625850340139), ('welse erfreut', 0.0011564625850340139), ('welse beutetiere', 0.0011564625850340139), ('welse anlocken', 0.0011564625850340139), ('ruhende welse', 0.0011564625850340139)]"
724,146113,"[('stadt trier', 0.00047619047619047673), ('römische trier', 0.0023344947735191644), ('römischen stadt', 0.002799070847851336), ('trier 2001', 0.0032636469221835086), ('trier 1997', 0.0032636469221835086), ('trier 1993', 0.0032636469221835086), ('wobei trier', 0.0034959349593495937), ('trier reims', 0.0034959349593495937), ('trier gegründet', 0.0034959349593495937), ('trier 2008', 0.0034959349593495937)]"
725,160867,"[('gelbfieber übertragen', 0.00047619047619047673), ('krankheit gelbfieber', 0.0008902691511387173), ('gelbfieber existiert', 0.0017184265010351974), ('gelbfieber auftreten', 0.0017184265010351974), ('gelbfieber tatsächlich', 0.0021325051759834377), ('gelbfieber führte', 0.0021325051759834377), ('weswegen gelbfieber', 0.0025465838509316774), ('sogenannte gelbfieber', 0.0025465838509316774), ('gelbfieber zählt', 0.0025465838509316774), ('gelbfieber verantwortlich', 0.0025465838509316774)]"
726,153405,"[('werner forßmann', 0.00047619047619047673), ('begann forßmann', 0.0008163265306122458), ('forßmann mitglied', 0.0011564625850340139), ('forßmann erhielt', 0.0011564625850340139), ('erhielt forßmann', 0.0011564625850340139), ('obwohl forßmann', 0.0014965986394557828), ('lernte forßmann', 0.0014965986394557828), ('geriet forßmann', 0.0014965986394557828), ('forßmann übernahm', 0.0014965986394557828), ('forßmann stellte', 0.0014965986394557828)]"
727,37656,"[('harnblase (', 0.00047619047619047673), ('harnblase häufig', 0.003298059964726632), ('harnblase erfolgt', 0.003298059964726632), ('harnblase nahe', 0.003650793650793651), ('harnblase gelegt', 0.003650793650793651), ('harnblase entsteht', 0.003650793650793651), ('überdehnte harnblase', 0.00400352733686067), ('harnblase verändern', 0.00400352733686067), ('harnblase stellt', 0.00400352733686067), ('harnblase entleert', 0.00400352733686067)]"
728,1665201,"[('württembergischen regierung', 0.00047619047619047673), ('württembergischen spd', 0.0006462585034013612), ('württembergischen republik', 0.0020068027210884366), ('württembergischen landtag', 0.00217687074829932), ('württemberg –', 0.0023469387755102045), ('länder württemberg', 0.0026870748299319736), ('württembergischen ddp', 0.002857142857142858), ('württemberg legte', 0.002857142857142858), ('volksstaat württemberg', 0.002857142857142858), ('württembergischen kpd', 0.0030272108843537415)]"
729,176621,"[('schranke ermöglicht', 0.00047619047619047673), ('schranke bilden', 0.00047619047619047673), ('schranke durchgeführt', 0.0006788247213779131), ('schranke befinden', 0.0006788247213779131), ('schranke transportiert', 0.0008814589665653494), ('schranke lassen', 0.0008814589665653494), ('schranke überwinden', 0.001084093211752787), ('schranke vorhanden', 0.001084093211752787), ('schranke passieren', 0.001084093211752787), ('schranke ebenfalls', 0.001084093211752787)]"
730,138145,"[('wissenschaftliche instrumente', 0.00047619047619047673), ('wissenschaftliche betrieb', 0.00047619047619047673), ('gesamten eso', 0.00047619047619047673), ('erstellt bilder', 0.00047619047619047673), ('5 µm', 0.00047619047619047673), ('1 µm', 0.00047619047619047673), ('teleskopen entfernt', 0.001534391534391535), ('teleskope bestimmt', 0.001534391534391535), ('teleskop befinden', 0.001534391534391535), ('instrumente amber', 0.001534391534391535)]"
731,210147,"[('alkane –', 0.00047619047619047673), ('bezeichnet alkane', 0.0009909909909909908), ('alkane bezeichnet', 0.0009909909909909908), ('alkane bilden', 0.0017631917631917638), ('alkane reagieren', 0.0020205920205920215), ('höheren alkane', 0.002277992277992278), ('alkane steigt', 0.002277992277992278), ('verzweigte alkane', 0.0025353925353925355), ('höhere alkane', 0.0025353925353925355), ('feste alkane', 0.0025353925353925355)]"
732,807,"[('curium steht', 0.00047619047619047673), ('curium liegt', 0.0010052910052910059), ('curium insbesondere', 0.0010052910052910059), ('curium fällt', 0.0010052910052910059), ('curium ausgangsmaterial', 0.0010052910052910059), ('name curium', 0.001534391534391535), ('metallisches curium', 0.001534391534391535), ('metallischem curium', 0.001534391534391535), ('curium unterscheidet', 0.001534391534391535), ('curium handelt', 0.001534391534391535)]"
733,14705,"[('algorithmus (', 0.00047619047619047673), (': (', 0.00047619047619047673), ('} (', 0.0011330049261083753), (')} (', 0.0017898193760262737), ('zeugen (', 0.0024466338259441713), ('hierarchiesätze (', 0.0024466338259441713), ('eingabelänge (', 0.0024466338259441713), ('aufwand (', 0.0024466338259441713), ('( höchstens', 0.0024466338259441713), ('}}} (', 0.002775041050903121)]"
734,246757,"[('weisweiler spieler', 0.00047619047619047673), ('weisweiler führte', 0.0011564625850340139), ('hennes weisweiler', 0.0013832199546485269), ('weisweiler setzte', 0.001836734693877551), ('weisweiler stand', 0.002063492063492064), ('weisweiler erreichte', 0.002063492063492064), ('offensiven weisweiler', 0.002063492063492064), ('erreichte weisweiler', 0.002063492063492064), ('weiterer weisweiler', 0.002290249433106576), ('weisweiler overath', 0.002290249433106576)]"
735,101,"[('→ (', 0.00047619047619047673), ('3 (', 0.0008902691511387173), ('− (', 0.0017184265010351974), ('( α', 0.0017184265010351974), ('( amsix', 0.0021325051759834377), ('( amsi', 0.0021325051759834377), ('zerfälle (', 0.0025465838509316774), ('zerfallsprodukt (', 0.0025465838509316774), ('silber (', 0.0025465838509316774), ('plutoniumnitratlösung (', 0.0025465838509316774)]"
736,1165592,"[('jahrhundert –', 0.00047619047619047673), ('jahrhundert ).', 0.0012380952380952382), ('konstanz –', 0.002380952380952381), ('bischof konrad', 0.0027619047619047623), ('stadt konstanz', 0.0035238095238095237), ('münsters :', 0.0035238095238095237), ('jahrhundert datiert', 0.0035238095238095237), ('münsters steht', 0.0039047619047619044), ('jahrhundert ),', 0.0039047619047619044), ('münsters stammt', 0.004285714285714286)]"
737,59385,"[('ferdinand tönnies', 0.00047619047619047673), ('): tönnies', 0.000625), ('tönnies “,', 0.0007738095238095244), ('tönnies hielt', 0.0007738095238095244), ('hielt tönnies', 0.0007738095238095244), ('laut tönnies', 0.0009226190476190477), ('ehepaar tönnies', 0.0009226190476190477), ('august tönnies', 0.0009226190476190477), ('zog tönnies', 0.0010714285714285721), ('zeitschrift tönnies', 0.0010714285714285721)]"
738,12005,"[('setzte zudem', 0.00047619047619047673), ('zentrale bild', 0.0015966386554621859), ('bild signierte', 0.0015966386554621859), ('bild gegeben', 0.0015966386554621859), ('zudem ungewöhnlich', 0.0021568627450980395), ('zentralem bild', 0.0021568627450980395), ('vollendeten bild', 0.0021568627450980395), ('spanien rezipiert', 0.0021568627450980395), ('ließ zudem', 0.0021568627450980395), ('künstlerische werk', 0.0021568627450980395)]"
739,417037,"[('gemeinde altaussee', 0.00047619047619047673), ('salzbergwerk altaussee', 0.002063492063492064), ('altaussee ),', 0.002063492063492064), ('altaussee genannt', 0.002328042328042329), ('altaussee besteht', 0.002328042328042329), ('salzbergwerks altaussee', 0.002592592592592593), ('katastralgemeinden altaussee', 0.002592592592592593), ('altaussee verhaftet', 0.002592592592592593), ('altaussee verfügt', 0.002592592592592593), ('altaussee stammen', 0.002592592592592593)]"
740,74835,"[('perg besteht', 0.0004761904761904756), ('gemeinde perg', 0.0004761904761904756), ('stadt perg', 0.0005937683715461495), ('perg befindet', 0.0005937683715461495), ('ortschaft perg', 0.0005937683715461495), ('gemeinden perg', 0.0005937683715461495), ('stadtgemeinde perg', 0.000828924162257495), ('perg zentrum', 0.000828924162257495), ('marktgemeinde perg', 0.000828924162257495), ('perg marktrechte', 0.0009465020576131689)]"
741,507906,"[('christianeum (', 0.00047619047619047673), ('gymnasium christianeum', 0.001534391534391535), ('christianeum –', 0.002592592592592593), ('christianeum hält', 0.002592592592592593), ('schlagwort christianeum', 0.003121693121693122), ('christianeum zunehmend', 0.003121693121693122), ('christianeum versammelte', 0.003121693121693122), ('christianeum quartier', 0.003121693121693122), ('christianeum fertiggestellt', 0.003121693121693122), ('christianeum angeboten', 0.003121693121693122)]"
742,142764,"[('rodgau nieder', 0.0004761904761904756), ('stadt rodgau', 0.0007268170426065157), ('rodgau befinden', 0.0024812030075187963), ('rodgau 2011', 0.0024812030075187963), ('liegt rodgau', 0.0024812030075187963), ('rodgau 2004', 0.0027318295739348366), ('rodgau (', 0.0027318295739348366), ('stadtgebiet rodgau', 0.0029824561403508764), ('rodgau besteht', 0.0029824561403508764), ('rodgau aufgrund', 0.0029824561403508764)]"
743,354670,"[('abtei muri', 0.00047619047619047673), ('klosters muri', 0.001836734693877551), ('muri gebracht', 0.0021088435374149663), ('kloster muri', 0.0021088435374149663), ('ämter muri', 0.0026530612244897956), ('( klosterkirche', 0.0026530612244897956), ('pfarrei muri', 0.002925170068027211), ('muri endgültig', 0.002925170068027211), ('gemeinde muri', 0.002925170068027211), ('amt muri', 0.002925170068027211)]"
744,256016,"[('gemeinde krummhörn', 0.00047619047619047673), ('krummhörn (', 0.0015966386554621859), ('krummhörn befindet', 0.002343604108309991), ('gemeinden krummhörn', 0.002343604108309991), ('krummhörn liegt', 0.002717086834733894), ('krummhörn zudem', 0.0029038281979458457), ('reformierten krummhörn', 0.0030905695611577965), ('nördliche krummhörn', 0.0030905695611577965), ('krummhörn steht', 0.0030905695611577965), ('krummhörn stark', 0.0030905695611577965)]"
745,114600,"[('stadt liegt', 0.00047619047619047673), ('stadt ergraben', 0.0026984126984126986), ('anatolischen stadt', 0.003015873015873016), ('ḫattuša liegt', 0.0033333333333333335), ('stadt zutage', 0.0033333333333333335), ('stadt beschrieben', 0.0033333333333333335), ('stadt bebaut', 0.0033333333333333335), ('westlichen sphinx', 0.003650793650793651), ('umwehrten stadt', 0.003650793650793651), ('stadt zurückgetrieben', 0.003650793650793651)]"
746,546677,"[('ruhla befindet', 0.00047619047619047673), ('stadt ruhla', 0.0011904761904761906), ('ruhla 2004', 0.0019047619047619048), ('ruhla jährlich', 0.002142857142857143), ('ruhla entwickelte', 0.002142857142857143), ('ruhla besteht', 0.002142857142857143), ('ruhla 1997', 0.002142857142857143), ('tabakpfeifenmuseum ruhla', 0.002380952380952381), ('ruhla versteckt', 0.002380952380952381), ('ruhla fließt', 0.002380952380952381)]"
747,1287274,"[('niederlande belgien', 0.00047619047619047673), ('südlichen niederlande', 0.0034318555008210185), ('spanischen niederlande', 0.0034318555008210185), ('spanische niederlande', 0.0034318555008210185), ('vereinigten niederlande', 0.003760262725779968), ('nördlichen niederlande', 0.003760262725779968), ('französischen regierung', 0.003760262725779968), ('belgien (', 0.003760262725779968), ('niederlande 1815', 0.004088669950738917), ('französischen revolution', 0.004088669950738917)]"
748,66882,"[('paracetamol steht', 0.00047619047619047673), ('paracetamol einfluss', 0.0011564625850340139), ('wobei paracetamol', 0.0014965986394557828), ('regelmäßigen paracetamol', 0.0014965986394557828), ('paracetamol zeigt', 0.0014965986394557828), ('paracetamol weiterhin', 0.0014965986394557828), ('paracetamol verwendet', 0.0014965986394557828), ('paracetamol verstärkt', 0.0014965986394557828), ('paracetamol gilt', 0.0014965986394557828), ('paracetamol erstmals', 0.0014965986394557828)]"
749,245435,"[('– burr', 0.00047619047619047673), ('burr ließ', 0.0009226190476190477), ('„ burr', 0.0010714285714285721), ('burr hamilton', 0.0010714285714285721), ('stellte burr', 0.0012202380952380954), ('washington burr', 0.0013690476190476198), ('burr tatsächlich', 0.0013690476190476198), ('burr stets', 0.0013690476190476198), ('stand burr', 0.001517857142857143), ('burr 1794', 0.001517857142857143)]"
750,590625,"[('( hannover', 0.00047619047619047673), ('sachsenross (', 0.0008730158730158743), ('wappen :', 0.001269841269841271), ('sächsischen wappen', 0.0016666666666666674), ('offizielle wappen', 0.0016666666666666674), ('niedersächsische wappen', 0.0016666666666666674), ('hannover –', 0.0016666666666666674), ('wappen “', 0.002063492063492064), ('weißen sachsenross', 0.0024603174603174617), ('wappen nordrhein', 0.0024603174603174617)]"
751,289440,"[('kaiser qianlong', 0.00047619047619047673), ('führte qianlong', 0.002799070847851336), ('qianlong suchte', 0.0030313588850174223), ('qianlong ließ', 0.0030313588850174223), ('legte qianlong', 0.0030313588850174223), ('qianlong nutzte', 0.0032636469221835086), ('qianlong gelang', 0.0032636469221835086), ('übernahm qianlong', 0.0034959349593495937), ('qianlong schätzte', 0.0034959349593495937), ('qianlong ernannte', 0.0034959349593495937)]"
752,276035,"[('louis agassiz', 0.00047619047619047673), ('rue agassiz', 0.001208791208791209), ('agassiz äusserte', 0.001208791208791209), ('verbrachte agassiz', 0.0019413919413919412), ('blieb agassiz', 0.0019413919413919412), ('avenue agassiz', 0.0019413919413919412), ('agassiz wissenschaftlich', 0.0019413919413919412), ('agassiz sieht', 0.0019413919413919412), ('agassiz eingerichtet', 0.0019413919413919412), ('agassiz', 0.0026739926739926746)]"
753,38541,"[('ludwig boltzmann', 0.0004761904761904756), ('boltzmann geboren', 0.0007268170426065157), ('boltzmann trotz', 0.0009774436090225558), ('boltzmann studierte', 0.0009774436090225558), ('boltzmann gilt', 0.0009774436090225558), ('boltzmann arbeitete', 0.0009774436090225558), ('boltzmann 15', 0.0009774436090225558), ('spielte boltzmann', 0.0012280701754385959), ('name boltzmann', 0.0012280701754385959), ('familie boltzmann', 0.0012280701754385959)]"
754,44531,"[('brels chansons', 0.0004761904761904756), ('jacques brel', 0.0011406423034330004), ('brel sang', 0.0015836101882613508), ('brel 1953', 0.0018050941306755252), ('wobei brel', 0.0020265780730897008), ('mehreren brel', 0.0020265780730897008), ('brel übertrug', 0.0020265780730897008), ('brel verband', 0.0020265780730897008), ('brel taufte', 0.0020265780730897008), ('brel endgültig', 0.0020265780730897008)]"
755,533176,"[('alten portal', 0.00047619047619047673), ('main wiederaufgebaut', 0.001341991341991342), ('main 1999', 0.001341991341991342), ('hauptfriedhof liegt', 0.001341991341991342), ('hauptfriedhof beigesetzt', 0.001341991341991342), ('hauptfriedhof beerdigt', 0.001341991341991342), ('portal steht', 0.0022077922077922084), ('portal befinden', 0.0022077922077922084), ('main hermann', 0.0022077922077922084), ('main 2009', 0.0022077922077922084)]"
756,12364,"[('becker :', 0.00047619047619047673), ('becker worpswede', 0.0014682539682539697), ('paula becker', 0.002063492063492064), ('familie becker', 0.002063492063492064), ('becker –', 0.002063492063492064), ('becker fand', 0.0026587301587301594), ('mathilde becker', 0.0030555555555555557), ('becker gemeinsam', 0.0032539682539682547), ('becker aufgrund', 0.0032539682539682547), ('oskar becker', 0.0034523809523809533)]"
757,19039,"[('glykolyse findet', 0.0004761904761904778), ('atp (', 0.000783410138248849), ('( atp', 0.000783410138248849), ('glykolyse sowohl', 0.0013978494623655925), ('glykolyse gewinnen', 0.0017050691244239647), ('glykolyse verwendet', 0.002012288786482336), ('glykolyse lässt', 0.002012288786482336), ('glykolyse genutzt', 0.002012288786482336), ('glykolyse gelang', 0.002012288786482336), ('glykolyse erzeugt', 0.002012288786482336)]"
758,5262559,"[('berliner mauer', 0.00047619047619047673), ('„ mauer', 0.0017748917748917758), ('ddr verfügte', 0.0017748917748917758), ('ddr unterlagen', 0.0017748917748917758), ('ddr galt', 0.0017748917748917758), ('ddr dar', 0.0017748917748917758), ('ddr beschossen', 0.0017748917748917758), ('.“ west', 0.0017748917748917758), ('verstorbene ddr', 0.0022077922077922084), ('ddr vorgelegt', 0.0022077922077922084)]"
759,380152,"[('– „', 0.00047619047619047673), ('kopa gelang', 0.0010364145658263314), ('kopa “', 0.0013165266106442586), ('kopa gelangen', 0.0021568627450980395), (': „', 0.0021568627450980395), ('raymond kopa', 0.0024369747899159666), ('blieb kopa', 0.0024369747899159666), ('widersprach kopa', 0.002717086834733894), ('obwohl kopa', 0.002717086834733894), ('kopa schoss', 0.002717086834733894)]"
760,537259,"[('koalition bundeskanzler', 0.00047619047619047673), ('vertrauensfrage stellt', 0.0010052910052910059), ('bundestages 1983', 0.0010052910052910059), ('bundeskanzler gewählt', 0.0010052910052910059), ('bundeskanzler erhard', 0.0010052910052910059), ('bundeskanzler schröder', 0.001534391534391535), ('„ vertrauensfrage', 0.002063492063492064), ('neuwahlen 2005', 0.002063492063492064), ('bundeskanzler zurücktreten', 0.002063492063492064), ('bundeskanzler schmidt', 0.002063492063492064)]"
761,291062,"[('gletscher verloren', 0.00047619047619047673), ('gletscher befinden', 0.0008246225319396061), ('gletscher :', 0.0008246225319396061), ('pro gletscher', 0.0012891986062717774), ('größte gletscher', 0.0012891986062717774), ('gletscher 6', 0.0012891986062717774), ('gletscher 1', 0.0012891986062717774), ('6 gletscher', 0.0012891986062717774), ('gletscher lässt', 0.0015214866434378638), ('gletscher gingen', 0.0015214866434378638)]"
762,19379,"[('orient express', 0.00047619047619047673), ('express führte', 0.002517006802721089), ('express fuhr', 0.00261418853255588), ('express verkehrte', 0.002905733722060253), ('express kurswagen', 0.003002915451895044), ('express geführt', 0.003100097181729835), ('express (', 0.003197278911564626), ('express übernahm', 0.003294460641399417), ('express bzw', 0.003294460641399417), ('express eingesetzt', 0.003391642371234208)]"
763,65801,"[('„ erika', 0.00047619047619047673), (': „', 0.001534391534391535), ('titel erika', 0.0029453262786596126), ('erika (', 0.0029453262786596126), ('tochter erika', 0.003298059964726632), ('reinbek 2005', 0.003298059964726632), ('erika manns', 0.003298059964726632), ('ära erika', 0.003650793650793651), ('verfasste erika', 0.00400352733686067), ('leben :', 0.00400352733686067)]"
764,155444,"[('mondlandung ).', 0.00047619047619047673), ('erde (', 0.00047619047619047673), ('verschwörungstheoretiker sehen', 0.0009523809523809524), ('verschwörungstheoretiker nehmen', 0.0019047619047619048), ('verschwörungstheoretiker erwarten', 0.0019047619047619048), ('verschwörungstheoretiker behaupten', 0.0019047619047619048), ('nehmen verschwörungstheoretiker', 0.0019047619047619048), ('mondlandung gezeigt', 0.0019047619047619048), ('missionen (', 0.0019047619047619048), ('gesamte mondlandung', 0.0019047619047619048)]"
765,805,"[('→ (', 0.00047619047619047673), ('→ 3', 0.0015966386554621859), ('→ 4', 0.0021568627450980395), ('→ 2', 0.002717086834733894), ('5 pm', 0.002717086834733894), ('4 pm', 0.002717086834733894), ('( α', 0.002717086834733894), ('→ 900', 0.0032773109243697486), ('→ 15', 0.0032773109243697486), ('→ 10', 0.0032773109243697486)]"
766,75154,"[('kyros könig', 0.00047619047619047673), ('führte kyros', 0.001341991341991342), ('kyros wahrscheinlich', 0.0017748917748917758), ('unterlag kyros', 0.0019913419913419918), ('namen kyros', 0.0019913419913419918), ('kyros ’', 0.0019913419913419918), ('kyros versuchte', 0.0019913419913419918), ('kyros sogar', 0.0019913419913419918), ('kyros liegen', 0.0019913419913419918), ('kyros ii', 0.0019913419913419918)]"
767,522125,"[('unterart (', 0.00047619047619047673), ('unterart brütet', 0.0016666666666666674), ('schwarzmilan festgestellt', 0.0022619047619047627), ('größten unterart', 0.0022619047619047627), ('unterart brutvogel', 0.002857142857142857), ('schwarzmilane beobachtet', 0.002857142857142857), ('unterart hellbraun', 0.0034523809523809524), ('schwerste unterart', 0.0034523809523809524), ('leichtesten unterart', 0.0034523809523809524), ('australische unterart', 0.0034523809523809524)]"
