,pageid,RAKE_keywords
2017,3798153,"[('berlin –', 0.00047619047619047673), ('berlin 2007', 0.0022398589065255737), ('berlin 2005', 0.0022398589065255737), ('berlin 1999', 0.0022398589065255737), ('berlin 1988', 0.0022398589065255737), ('berlin 1984', 0.0022398589065255737), ('landesdenkmalamt berlin', 0.002592592592592593), ('berlin abgerissen', 0.002592592592592593), ('berlin 1992', 0.002592592592592593), ('berlin 1985', 0.002592592592592593)]"
2018,1429379,"[('türkei (', 0.00047619047619047673), ('thrombophlebitiden (', 0.00047619047619047673), ('gehirns (', 0.00047619047619047673), ('( beispielsweise', 0.00047619047619047673), ('trias (', 0.001269841269841271), ('oralen aphthen', 0.001269841269841271), ('oral (', 0.001269841269841271), ('meningoenzephalitis (', 0.001269841269841271), ('mangelzuständen (', 0.001269841269841271), ('lymphozyten (', 0.001269841269841271)]"
2019,150445,"[('marsilius –', 0.00047619047619047673), ('marsilius steht', 0.001208791208791209), ('marsilius stark', 0.001208791208791209), ('marsilius somit', 0.0013919413919413926), ('marsilius auseinander', 0.0013919413919413926), ('): marsilius', 0.0013919413919413926), ('marsilius zitierte', 0.001575091575091575), ('marsilius hervor', 0.001575091575091575), ('marsilius gilt', 0.001575091575091575), ('marsilius fällt', 0.001575091575091575)]"
2020,927904,"[('molls karten', 0.00047619047619047673), ('swift –', 0.0019413919413919412), ('molls karte', 0.0019413919413919412), ('london erschien', 0.0026739926739926746), ('setzte moll', 0.003406593406593407), ('nordamerikakarten –', 0.003406593406593407), ('moll arbeitete', 0.003406593406593407), ('herman moll', 0.003406593406593407), ('– foto', 0.0041391941391941385), ('zusätzliche –', 0.0041391941391941385)]"
2021,10132854,"[('raum kaiserwald', 0.0004761904761904756), ('bezeichnung kaiserwald', 0.0009774436090225558), ('kaiserwald liegt', 0.001478696741854636), ('kompletten kaiserwald', 0.0024812030075187963), ('kaiserwald stehen', 0.0024812030075187963), ('kaiserwald schauplatz', 0.0024812030075187963), ('kaiserwald lieferte', 0.0024812030075187963), ('kaiserwald größtenteils', 0.0024812030075187963), ('kaiserwald existieren', 0.0024812030075187963), ('kaiserwald entschärft', 0.0024812030075187963)]"
2022,4083042,"[('angeklagten ss', 0.00047619047619047673), ('prozess 1947', 0.0017460317460317465), ('kz mittelbau', 0.0017460317460317465), ('angeklagten –', 0.0017460317460317465), ('angeklagten ermittelt', 0.0017460317460317465), ('kz dora', 0.002380952380952381), ('angeklagten übersetzen', 0.002380952380952381), ('angeklagten zugestellt', 0.002380952380952381), ('angeklagten verharmlosten', 0.002380952380952381), ('angeklagten verhandelt', 0.002380952380952381)]"
2023,508271,"[('scorpion sank', 0.00047619047619047673), ('scorpion geführt', 0.00047619047619047673), ('scorpion schließlich', 0.0010714285714285721), ('scorpion östlich', 0.0016666666666666674), ('scorpion verantwortlich', 0.0016666666666666674), ('scorpion untersuchten', 0.0016666666666666674), ('scorpion genannt', 0.0016666666666666674), ('scorpion gehörte', 0.0016666666666666674), ('scorpion durchquerte', 0.0016666666666666674), ('scorpion aufgetaucht', 0.0016666666666666674)]"
2024,5536922,"[('ägyptischen wenamun', 0.00047619047619047673), ('wenamun (', 0.00047619047619047673), ('wenamun –', 0.002277992277992278), ('.“ wenamun', 0.002277992277992278), ('wenamun spielt', 0.0025353925353925355), ('wenamun sendet', 0.0027927927927927933), ('wenamun gemeinsam', 0.0027927927927927933), ('wenamun erklärt', 0.0027927927927927933), ('tempelbeamten wenamun', 0.0027927927927927933), ('sendet wenamun', 0.0027927927927927933)]"
2025,1483540,"[('ladelund 1944', 0.00047619047619047673), ('kz ladelund', 0.0008730158730158743), ('gedenkstätte ladelund', 0.001269841269841271), ('kirchengemeinde ladelund', 0.0016666666666666674), ('außenlager ladelund', 0.0016666666666666674), ('ladelund 2000', 0.002063492063492064), ('außenlagers ladelund', 0.002063492063492064), ('arbeitslager ladelund', 0.002063492063492064), ('petri ladelund', 0.0024603174603174617), ('konzentrationslagers ladelund', 0.0024603174603174617)]"
2026,1421603,"[('alliierten schiffe', 0.00047619047619047673), ('alliierten zerstört', 0.0016666666666666674), ('alliierten versenkt', 0.002857142857142857), ('alliierten streitkräfte', 0.002857142857142857), ('alliierten landung', 0.002857142857142857), ('alliierten gelang', 0.002857142857142857), ('alliierten armada', 0.002857142857142857), ('alliierten zerstörerflottille', 0.0031547619047619046), ('alliierten seestreitkräfte', 0.0031547619047619046), ('alliierten boulogne', 0.0031547619047619046)]"
2027,6322894,"[('sammlung jährling', 0.00047619047619047673), ('rolf jährling', 0.00047619047619047673), ('woraufhin jährling', 0.002063492063492064), ('widmete jährling', 0.002063492063492064), ('september 1965', 0.002063492063492064), ('rudolf jährling', 0.002063492063492064), ('happening 1965', 0.002063492063492064), ('arbeitete jährling', 0.002063492063492064), ('anneliese jährling', 0.002063492063492064), ('1980rolf jährling', 0.002063492063492064)]"
2028,1223102,"[('max windmüller', 0.00047619047619047673), ('jüdischen häftlinge', 0.0011564625850340139), ('jüdischen flüchtlinge', 0.001836734693877552), ('windmüller organisierte', 0.002517006802721089), ('windmüller lernte', 0.002517006802721089), ('windmüller versteckte', 0.003197278911564626), ('windmüller postum', 0.003197278911564626), ('windmüller persönlich', 0.003197278911564626), ('windmüller erhielt', 0.003197278911564626), ('jüdischen widerstandsbewegung', 0.003197278911564626)]"
2029,881790,"[('stadt braunschweig', 0.00047619047619047673), ('stadtbibliothek braunschweig', 0.0017460317460317465), ('schenkung gerwins', 0.002380952380952381), ('sammlung gerwins', 0.002380952380952381), ('liberei sogar', 0.002380952380952381), ('liberei gelegentlich', 0.002380952380952381), ('liberei fast', 0.002380952380952381), ('bänden gerwins', 0.002380952380952381), ('braunschweig hergegangen', 0.002380952380952381), ('braunschweig gilt', 0.002380952380952381)]"
2030,8169716,"[('einsitzenden häftlinge', 0.00047619047619047673), ('weibliche häftlinge', 0.0010714285714285721), ('tausende häftlinge', 0.0010714285714285721), ('prominente häftlinge', 0.0010714285714285721), ('konzentrationslager auschwitz', 0.0010714285714285721), ('jüdische häftlinge', 0.0010714285714285721), ('häftlinge überlebten', 0.0010714285714285721), ('häftlinge viermal', 0.0010714285714285721), ('häftlinge bezeichneten', 0.0010714285714285721), ('frankfurter auschwitz', 0.0010714285714285721)]"
2031,6292554,"[('oberarmknochen (', 0.00047619047619047673), ('.“ (', 0.00047619047619047673), ('zurückhaltend (', 0.002380952380952381), ('intravitale (', 0.002380952380952381), ('fuß (', 0.002380952380952381), ('( bp', 0.002380952380952381), ('originalen knochen', 0.0033333333333333335), ('knochen bleibt', 0.0033333333333333335), ('knochen aufgefallen', 0.0033333333333333335), ('fossile knochen', 0.0033333333333333335)]"
2032,357942,"[('buckower see', 0.00047619047619047673), ('buckow :', 0.0011816578483245155), (': buckow', 0.0011816578483245155), ('strandbad buckow', 0.0029453262786596126), ('stadt buckow', 0.003298059964726632), ('schermützelsee führt', 0.003298059964726632), ('erhielt buckow', 0.003650793650793651), ('bahnhof buckow', 0.003650793650793651), ('größte see', 0.00400352733686067), ('buckower geschichte', 0.00400352733686067)]"
2033,246718,"[('russischen schiffe', 0.00047619047619047673), ('russischen flotte', 0.00047619047619047673), ('russischen kriegsschiffe', 0.0015966386554621859), ('russische geschwader', 0.0015966386554621859), ('russischen verhandlungen', 0.0021568627450980395), ('russischen seeleute', 0.0021568627450980395), ('russischen ostseeflotte', 0.0021568627450980395), ('russischen matrosen', 0.0021568627450980395), ('russischen abkommen', 0.0021568627450980395), ('russische flotte', 0.0021568627450980395)]"
2034,450672,"[('schloss raesfeld', 0.00047619047619047673), ('burg raesfeld', 0.0013165266106442586), ('raesfeld ließ', 0.0018767507002801131), ('tiergarten raesfeld', 0.0024369747899159666), ('raesfeld stammt', 0.0032773109243697486), ('raesfeld garnison', 0.0032773109243697486), ('raesfeld (', 0.0032773109243697486), ('kirchspiel raesfeld', 0.0032773109243697486), ('verkehrsverein raesfeld', 0.0035574229691876756), ('raesfeld verbracht', 0.0035574229691876756)]"
2035,3329672,"[('gen festgestellt', 0.00047619047619047673), ('gen ebenfalls', 0.001208791208791209), ('mutation lassen', 0.0019413919413919412), ('mutation ebenfalls', 0.0019413919413919412), ('humanen foxp2', 0.0019413919413919412), ('humane foxp2', 0.0019413919413919412), ('exons 7', 0.0019413919413919412), ('7 (', 0.0019413919413919412), ('spricht :', 0.0026739926739926746), ('scheint foxp2', 0.0026739926739926746)]"
2036,6021776,"[('haus “', 0.00047619047619047673), ('einküchenhaus bestand', 0.0010052910052910059), ('„ wohnung', 0.001534391534391535), ('wohnungen organisiert', 0.001534391534391535), ('haus galt', 0.001534391534391535), ('einküchenhäuser “', 0.001534391534391535), ('zudem bestand', 0.002063492063492064), ('„ befreiung', 0.003121693121693122), ('einzelnen wohnungen', 0.003121693121693122), ('einküchenhaus gebaut', 0.003121693121693122)]"
2037,7027797,"[('mainz eingesetzt', 0.00047619047619047673), ('schiff infolge', 0.001269841269841271), ('schiff erhielt', 0.001269841269841271), ('werft mainz', 0.002063492063492064), ('schiff verfügt', 0.002857142857142858), ('schiff verfügen', 0.002857142857142858), ('schiff abermals', 0.002857142857142858), ('fertiggestellte schiff', 0.002857142857142858), ('einziges schiff', 0.002857142857142858), ('stadt mainz', 0.003650793650793651)]"
2038,2737968,"[('perraults märchen', 0.00047619047619047673), ('märchen perraults', 0.00047619047619047673), ('perraults däumling', 0.0019047619047619048), ('sammlung märchen', 0.0033333333333333335), ('märchen gelesen', 0.0033333333333333335), ('vorletztes märchen', 0.0038095238095238095), ('perraultschen märchen', 0.0038095238095238095), ('märchen äußert', 0.0038095238095238095), ('märchen vorrangig', 0.0038095238095238095), ('märchen hänsel', 0.0038095238095238095)]"
2039,904015,"[('besatzung bestand', 0.00047619047619047673), ('boot verursacht', 0.002380952380952381), ('boot verließ', 0.002380952380952381), ('boot sofort', 0.002380952380952381), ('boot schließlich', 0.002380952380952381), ('boot ausbreiteten', 0.002380952380952381), ('boot auftauchen', 0.002380952380952381), ('besatzung zurückkehren', 0.002380952380952381), ('übrige besatzung', 0.0033333333333333335), ('rakete beschädigte', 0.0033333333333333335)]"
2040,7729808,"[('spiel biete', 0.00047619047619047673), ('spiel wirke', 0.0010714285714285721), ('spiel trotz', 0.0010714285714285721), ('spiel sowohl', 0.0010714285714285721), ('spiel bestand', 0.0010714285714285721), ('november 2013', 0.0010714285714285721), ('e3 2013', 0.0010714285714285721), ('2013 ).', 0.0010714285714285721), ('spiel zählt', 0.0016666666666666674), ('spiel vorbei', 0.0016666666666666674)]"
2041,883577,"[('tieres :', 0.0004761904761904756), ('gruppe :', 0.0004761904761904756), ('novas :', 0.0009774436090225558), (': david', 0.0009774436090225558), ('bonaparte :', 0.001478696741854636), (': gregory', 0.001478696741854636), (': donald', 0.001478696741854636), ('puerta :', 0.0019799498746867162), (': zootaxa', 0.0019799498746867162), (': palaeontology', 0.0019799498746867162)]"
2042,7691243,"[('pfeilerwertigkeit 3', 0.00047619047619047673), ('pfeilerwertigkeit reduziert', 0.0009523809523809524), ('pfeilerwertigkeit gegeben', 0.0009523809523809524), ('ausreichende pfeilerwertigkeit', 0.0009523809523809524), ('reduzierten pfeilerwertigkeit', 0.001428571428571429), ('pfeilerwertigkeit reduzieren', 0.001428571428571429), ('pfeilerwertigkeit hängt', 0.001428571428571429), ('pfeilerwertigkeit gehört', 0.001428571428571429), ('pfeilerwertigkeit aufweist', 0.001428571428571429), ('pfeilerwertigkeit vorgenommen', 0.0019047619047619048)]"
2043,471011,"[('bahn neuenstadt', 0.00047619047619047673), ('strecke 1907', 0.0015966386554621859), ('strecke verwaiste', 0.0021568627450980395), ('strecke unterblieben', 0.0021568627450980395), ('strecke petitioniert', 0.0021568627450980395), ('strecke kocherabwärts', 0.0021568627450980395), ('strecke inmitten', 0.0021568627450980395), ('strecke feierten', 0.0021568627450980395), ('strecke eingesetzt', 0.0021568627450980395), ('strecke albstadt', 0.0021568627450980395)]"
2044,1442583,"[('denck –', 0.00047619047619047673), (': denck', 0.0007936507936507942), ('hans denck', 0.0011111111111111115), ('dissidenten denck', 0.001428571428571429), ('denck zählte', 0.0017460317460317465), ('denck zog', 0.0017460317460317465), ('denck vertrat', 0.0017460317460317465), ('denck trat', 0.0017460317460317465), ('denck nebensächlich', 0.0017460317460317465), ('denck ließ', 0.0017460317460317465)]"
2045,6424883,"[('titel spiel', 0.00047619047619047673), ('spiel insgesamt', 0.0010364145658263314), ('spiel enthielt', 0.0010364145658263314), ('spiel voranzukommen', 0.0015966386554621859), ('spiel sofort', 0.0015966386554621859), ('spiel richtet', 0.0015966386554621859), ('spiel greift', 0.0015966386554621859), ('spiel entsteht', 0.0015966386554621859), ('spiel entstammt', 0.0015966386554621859), ('spiel entfernt', 0.0015966386554621859)]"
2046,1759636,"[('herkömmlichen mrt', 0.00047619047619047673), ('diffusionsgewichteten bildgebung', 0.00047619047619047673), ('diffusionsgewichtete mrt', 0.00047619047619047673), ('diffusion rückschlüsse', 0.00047619047619047673), ('diffusion erfasst', 0.00047619047619047673), ('bildgebung misst', 0.00047619047619047673), ('bildgebung derzeit', 0.00047619047619047673), ('bildgebung beschreibt', 0.00047619047619047673), ('traditionellen mrt', 0.001428571428571429), ('stärksten diffusion', 0.001428571428571429)]"
2047,394390,"[('gattung gastornis', 0.00047619047619047673), ('gastornis deutlich', 0.00047619047619047673), ('gastornis beschrieben', 0.00047619047619047673), ('gastornis ebenfalls', 0.0008902691511387173), ('hielt gastornis', 0.0013043478260869568), ('wirkte gastornis', 0.0017184265010351974), ('vogelgattungen gastornis', 0.0017184265010351974), ('gastornis gestellt', 0.0017184265010351974), ('gastornis ).', 0.0017184265010351974), ('jüngsten gastornis', 0.0021325051759834377)]"
2048,638281,"[('höhle fand', 0.00047619047619047673), ('höhle zählen', 0.0016666666666666674), ('höhle installiert', 0.0016666666666666674), ('höhle begehbar', 0.0016666666666666674), ('höhle versteckt', 0.0022619047619047627), ('höhle gelangen', 0.0022619047619047627), ('höhle fällt', 0.0022619047619047627), ('höhle fahren', 0.0022619047619047627), ('höhle besteht', 0.0022619047619047627), ('höhle befinden', 0.0022619047619047627)]"
2049,4108971,"[('haus „', 0.00047619047619047673), ('stadt freiburg', 0.0010714285714285721), ('sparkasse freiburg', 0.0016666666666666674), ('haus erwarb', 0.0022619047619047627), ('freiburg “.', 0.0022619047619047627), ('komplette haus', 0.002857142857142857), ('walfisch „', 0.0034523809523809524), ('hauses „', 0.0034523809523809524), ('haus überlassen', 0.0034523809523809524), ('haus entdeckt', 0.0034523809523809524)]"
2050,8774613,"[('„ mühle', 0.00047619047619047673), ('brandenburg „', 0.00047619047619047673), ('gewässer „', 0.0009297052154195018), ('„ aufgrund', 0.002290249433106576), ('blabbermühle :', 0.002290249433106576), ('blabbergraben liegt', 0.002290249433106576), ('„ plappern', 0.002743764172335601), ('„ lektüre', 0.002743764172335601), ('südlichen blabbergraben', 0.002743764172335601), ('schutzwertstufe „', 0.002743764172335601)]"
2051,178801,"[('mitralinsuffizienz (', 0.0004761904761904756), ('mitralinsuffizienz ).', 0.0032330827067669167), ('mitralklappeninsuffizienz (', 0.0034837092731829565), ('leichten mitralinsuffizienz', 0.0034837092731829565), ('schwerer mitralinsuffizienz', 0.0037343358395989967), ('schweren mitralinsuffizienz', 0.0037343358395989967), ('mitralinsuffizienz selten', 0.0037343358395989967), ('mitralinsuffizienz schwerer', 0.0037343358395989967), ('mitralinsuffizienz führen', 0.003984962406015038), ('mitralinsuffizienz festgestellt', 0.003984962406015038)]"
2052,141078,"[('megatherium dar', 0.00047619047619047673), ('gattung megatherium', 0.0008424908424908428), ('megatherium innerhalb', 0.001208791208791209), ('megatherium überwiegend', 0.001575091575091575), ('megatherium diente', 0.001575091575091575), ('megatherium aufgrund', 0.001575091575091575), ('megatherium (', 0.001575091575091575), ('gehört megatherium', 0.001575091575091575), ('megatherium ähnlich', 0.0019413919413919412), ('megatherium zumindest', 0.0019413919413919412)]"
2053,3846826,"[('maschuta unbewohnt', 0.00047619047619047673), ('maschuta anfang', 0.00047619047619047673), ('el maschuta', 0.00047619047619047673), ('maschuta verbunden', 0.0010052910052910059), ('maschuta diente', 0.0010052910052910059), ('maschuta bezeugen', 0.0010052910052910059), ('maschuta belegt', 0.0010052910052910059), ('maschuta vereinbaren', 0.001534391534391535), ('maschuta transportiert', 0.001534391534391535), ('maschuta gelangten', 0.001534391534391535)]"
2054,1354699,"[('stadt rostock', 0.0004761904761904756), ('hansestadt rostock', 0.0024812030075187963), ('vicke schorlers', 0.0029824561403508764), ('rostock lebte', 0.0029824561403508764), ('stadtarchiv rostock', 0.0034837092731829565), ('schorlers tod', 0.0034837092731829565), ('schorlers sohn', 0.0034837092731829565), ('rostock steht', 0.0034837092731829565), ('rostock inne', 0.0034837092731829565), ('rostock geboren', 0.0034837092731829565)]"
2055,6797778,"[('gemälde van', 0.00047619047619047673), ('gemälde stillleben', 0.0009297052154195018), ('hamen malte', 0.0011564625850340139), ('hamen gemalt', 0.001836734693877551), ('hamen wahrscheinlich', 0.002517006802721089), ('hamen verwendete', 0.002517006802721089), ('hamen madrid', 0.002517006802721089), ('hamen fertigte', 0.002517006802721089), ('hamen erhielt', 0.002517006802721089), ('hamens stillleben', 0.002743764172335601)]"
2056,1386366,"[('verehrung heinrichs', 0.00047619047619047673), ('schädel heinrichs', 0.00047619047619047673), ('heinrichs verehrung', 0.00047619047619047673), ('heinrichs schädel', 0.00047619047619047673), ('heinrichs ankunft', 0.00047619047619047673), ('ankunft heinrichs', 0.00047619047619047673), ('leben heinrichs', 0.0010364145658263314), ('heiligenverehrung heinrichs', 0.0010364145658263314), ('heiligenlegende heinrichs', 0.0010364145658263314), ('gebeine heinrichs', 0.0010364145658263314)]"
2057,1398411,"[('jazz –', 0.00047619047619047673), ('bebop head', 0.0015966386554621859), ('späteren bebop', 0.0021568627450980395), ('populären bebop', 0.0021568627450980395), ('bebop heads', 0.0021568627450980395), ('verbliebenen bebop', 0.002717086834733894), ('frühe bebop', 0.002717086834733894), ('entstandenen bebop', 0.002717086834733894), ('cuban bebop', 0.002717086834733894), ('begriff bebop', 0.002717086834733894)]"
2058,1979473,"[('mexikanischen bands', 0.00047619047619047673), ('band no', 0.0008902691511387173), ('mexikanischen publikum', 0.0025465838509316774), ('mexikanischen grenze', 0.0025465838509316774), ('mexikanischen bevölkerung', 0.0025465838509316774), ('band “).', 0.0025465838509316774), ('band unterstützung', 0.0025465838509316774), ('band live', 0.0025465838509316774), ('mexikanischen regierung', 0.002960662525879918), ('mexikanischen politik', 0.002960662525879918)]"
2059,444611,"[('5 millimeter', 0.00047619047619047673), ('5 °', 0.001836734693877552), ('5 mm', 0.002517006802721089), ('regel 5', 0.003197278911564626), ('nordfledermaus besitzt', 0.003197278911564626), ('20 millimeter', 0.003197278911564626), ('10 millimeter', 0.003197278911564626), ('– nordfledermaus', 0.0038775510204081642), ('nordfledermaus wirt', 0.0038775510204081642), ('nordfledermaus pausen', 0.0038775510204081642)]"
2060,1455937,"[('5 arten', 0.00047619047619047673), ('beschriebenen arten', 0.0017460317460317465), ('arten vertreten', 0.0017460317460317465), ('6 arten', 0.0017460317460317465), ('arten variieren', 0.002380952380952381), ('arten entdeckt', 0.002380952380952381), ('400 arten', 0.002380952380952381), ('4 arten', 0.002380952380952381), ('3000 arten', 0.002380952380952381), ('1500 arten', 0.002380952380952381)]"
2061,581086,"[('hielt kelsos', 0.0004761904761904756), ('kelsos zunutze', 0.001053391053391053), ('verstand kelsos', 0.001341991341991342), ('platoniker kelsos', 0.001341991341991342), ('kelsos überzeugend', 0.001341991341991342), ('kelsos verfügte', 0.001341991341991342), ('kelsos betonte', 0.001341991341991342), ('kelsos (', 0.001341991341991342), ('anderem kelsos', 0.001341991341991342), ('warnt kelsos', 0.0016305916305916302)]"
2062,967719,"[('rolle mojmirs', 0.00047619047619047673), ('mojmirs herrschaft', 0.00047619047619047673), ('mojmirs herkunft', 0.00047619047619047673), ('herrschaft mojmirs', 0.00047619047619047673), ('vorgänger mojmirs', 0.001269841269841271), ('tod mojmirs', 0.001269841269841271), ('regierungszeit mojmirs', 0.001269841269841271), ('mojmir „', 0.001269841269841271), ('klage mojmirs', 0.001269841269841271), ('gestalt mojmirs', 0.001269841269841271)]"
2063,602315,"[('„ dragonetti', 0.00047619047619047673), ('dragonetti –', 0.001208791208791209), ('stand dragonetti', 0.001575091575091575), ('dragonetti stand', 0.001575091575091575), ('ältere dragonetti', 0.0019413919413919412), ('stimmen dragonetti', 0.0019413919413919412), ('kritik dragonetti', 0.0019413919413919412), ('wohnte dragonetti', 0.0023076923076923083), ('monografie dragonetti', 0.0023076923076923083), ('modernisierte dragonetti', 0.0023076923076923083)]"
2064,475657,"[('verzichtete arkesilaos', 0.00047619047619047673), ('arkesilaos tatsächlich', 0.00047619047619047673), ('arkesilaos platoniker', 0.00047619047619047673), ('arkesilaos halte', 0.00047619047619047673), ('arkesilaos entwickelte', 0.00047619047619047673), ('argumentierte arkesilaos', 0.00047619047619047673), ('kritisierte arkesilaos', 0.0011111111111111115), ('konsequent arkesilaos', 0.0011111111111111115), ('bezeichnete arkesilaos', 0.0011111111111111115), ('arkesilaos untermauerte', 0.0011111111111111115)]"
2065,3638853,"[('deutschen ostfront', 0.00047619047619047673), ('deutschen artillerie', 0.00047619047619047673), ('deutschen truppen', 0.0008571428571428574), ('deutschen xxvi', 0.0012380952380952382), ('deutschen verbände', 0.0012380952380952382), ('deutschen soldaten', 0.0012380952380952382), ('deutschen infanterie', 0.0012380952380952382), ('deutschen gegenangriff', 0.0012380952380952382), ('deutschen führung', 0.0012380952380952382), ('deutschen 11', 0.0012380952380952382)]"
2066,919149,"[('., 2016', 0.00047619047619047673), ('., woinarski', 0.001269841269841271), ('., winter', 0.001269841269841271), ('., oakwood', 0.001269841269841271), ('., menkhorst', 0.001269841269841271), ('., lunney', 0.001269841269841271), ('., helgen', 0.001269841269841271), ('., ellis', 0.001269841269841271), ('., dickman', 0.001269841269841271), ('., denny', 0.001269841269841271)]"
2067,7895377,"[('strecke geschlossen', 0.00047619047619047673), ('strecke bedient', 0.0006926406926406936), ('strecke blieb', 0.001341991341991342), ('strecke eröffnet', 0.0022077922077922084), ('strecke 1969', 0.0022077922077922084), ('alten strecke', 0.0022077922077922084), ('strecke vorgesehen', 0.0026406926406926413), ('strecke bediente', 0.0026406926406926413), ('strecke entlang', 0.002857142857142858), ('strecke eingesetzt', 0.002857142857142858)]"
2068,3652020,"[('parteitag leskinen', 0.0004761904761904756), ('leskinen zog', 0.001341991341991342), ('leskinen setzte', 0.001341991341991342), ('leskinen schien', 0.001341991341991342), ('leskinen minister', 0.001341991341991342), ('lager leskinen', 0.001341991341991342), ('väinö leskinen', 0.0016305916305916302), ('leskinen erneut', 0.0016305916305916302), ('innenminister leskinen', 0.0016305916305916302), ('erschien leskinen', 0.0016305916305916302)]"
2069,409987,"[('„ fairchild', 0.00047619047619047673), ('konsole lediglich', 0.0010364145658263314), ('fairchilds konsole', 0.0010364145658263314), ('fairchild channel', 0.0010364145658263314), ('fairchilds channel', 0.0032773109243697486), ('fairchild wählte', 0.0032773109243697486), ('fairchild laut', 0.0032773109243697486), ('fairchild enthielt', 0.0032773109243697486), ('überholte konsole', 0.003837535014005603), ('stellte fairchild', 0.003837535014005603)]"
2070,3128498,"[('links hält', 0.00047619047619047673), ('steht links', 0.0011330049261083753), ('links steht', 0.0011330049261083753), ('steht rechts', 0.0014614121510673238), ('hand hält', 0.0017898193760262737), ('teile erhalten', 0.0024466338259441713), ('linken hand', 0.002775041050903121), ('çambel hält', 0.0034318555008210185), ('vogel hält', 0.0034318555008210185), ('links unten', 0.0034318555008210185)]"
2071,328985,"[('modernen arten', 0.00047619047619047673), ('arten finden', 0.001428571428571429), ('modernen formen', 0.002380952380952381), ('introvert bezeichnet', 0.002380952380952381), ('arten leben', 0.002380952380952381), ('arten beschrieben', 0.002380952380952381), ('wahrscheinlich eher', 0.0033333333333333335), ('taxon besteht', 0.0033333333333333335), ('seite wahrscheinlich', 0.0033333333333333335), ('sediment dient', 0.0033333333333333335)]"
2072,142064,"[('giraffenartigen dar', 0.00047619047619047673), ('giraffenartigen setzte', 0.001534391534391535), ('giraffenartigen gehören', 0.001534391534391535), ('giraffen hals', 0.001534391534391535), ('15 cm', 0.001534391534391535), ('heutigen giraffenartigen', 0.002063492063492064), ('giraffenartigen sowohl', 0.002063492063492064), ('19 cm', 0.002063492063492064), ('giraffenartigen ähnelten', 0.002592592592592593), ('giraffenartigen unterscheiden', 0.002592592592592593)]"
2073,3437652,"[('super mario', 0.00047619047619047673), ('mario innerhalb', 0.00047619047619047673), ('spieler mario', 0.0008902691511387173), ('verliert mario', 0.0017184265010351974), ('mario besiegen', 0.0017184265010351974), ('fälschlicherweise mario', 0.0017184265010351974), ('bringt mario', 0.0017184265010351974), ('näher mario', 0.0021325051759834377), ('mario zentriert', 0.0021325051759834377), ('mario verfügt', 0.0021325051759834377)]"
2074,3327775,"[('schiffe eingesetzt', 0.00047619047619047673), ('schiffe befanden', 0.00047619047619047673), ('schiffe stellte', 0.0008571428571428574), ('schiffe hauptsächlich', 0.0012380952380952382), ('entstanden schiffe', 0.001619047619047619), ('schiffe verschlechterte', 0.0019999999999999996), ('schiffe liefen', 0.0019999999999999996), ('schiffe kurze', 0.0019999999999999996), ('schiffe direkt', 0.0019999999999999996), ('bauenden schiffe', 0.0019999999999999996)]"
2075,10782927,"[('gift priapismus', 0.00047619047619047673), ('gift lässt', 0.0027619047619047623), ('dosen gift', 0.0027619047619047623), ('verabreichten gift', 0.003142857142857143), ('mäusen priapismus', 0.0035238095238095237), ('gift mittlerweile', 0.0035238095238095237), ('gift gelangen', 0.0035238095238095237), ('gift entsprechend', 0.0035238095238095237), ('art erreicht', 0.0035238095238095237), ('art aufgrund', 0.0035238095238095237)]"
2076,1042065,"[('mühle steht', 0.00047619047619047673), ('mühle befindet', 0.00047619047619047673), ('mühle 1860', 0.001428571428571429), ('letzte mühle', 0.001428571428571429), ('umgesetzte mühle', 0.0019047619047619048), ('funktionsfähige mühle', 0.0019047619047619048), ('britzer mühle', 0.0019047619047619048), ('zehlendorfer mühle', 0.002380952380952381), ('vorgesehenen mühle', 0.002380952380952381), ('schöneberger mühle', 0.002380952380952381)]"
2077,4595684,"[('bristol blenheim', 0.00047619047619047673), ('bristol produziert', 0.004047619047619047), ('blenheim :', 0.0042176870748299325), ('späteren bristol', 0.004387755102040817), ('bristol stand', 0.004387755102040817), ('mehrere bristol', 0.004557823129251701), ('marke bristol', 0.004557823129251701), ('gestaltung bristol', 0.004557823129251701), ('bristol übernahm', 0.004557823129251701), ('bristol setzte', 0.004557823129251701)]"
2078,2101610,"[('südkoreanischen film', 0.00047619047619047673), ('südkoreanischen filme', 0.0011564625850340139), ('südkoreanische film', 0.001836734693877551), ('südkoreanische filme', 0.002517006802721089), ('südkoreanischen kino', 0.003197278911564626), ('film gilt', 0.003197278911564626), ('film erreichte', 0.003197278911564626), ('koreanischer film', 0.0034240362811791382), ('film veröffentlicht', 0.0034240362811791382), ('film parasite', 0.0034240362811791382)]"
2079,7643481,"[('spiel handelt', 0.00047619047619047673), ('neues spiel', 0.00047619047619047673), ('spiel unterstützt', 0.0010052910052910059), ('spiel sowohl', 0.0010052910052910059), ('spiel innovationen', 0.0010052910052910059), ('spiel fasste', 0.0010052910052910059), ('spielfigur link', 0.001534391534391535), ('spiel übernommen', 0.001534391534391535), ('spiel fortsetzt', 0.001534391534391535), ('spiel einzubauen', 0.001534391534391535)]"
